Physical Time (s),ew_bot Monitor (W): bot_cv1,ew_bot Monitor (W): bot_cv2,ew_bot Monitor (W): bot_cv3,ew_bot Monitor (W): bot_cv4,ew_bot Monitor (W): bot_cv5,ew_bot Monitor (W): bot_cv6,ew_bot Monitor (W): bot_cv7
6.3435,1.4817883337229905e-25,3.946324669917445e-25,1.0286494749423879e-25,3.836243810028778e-26,1.3317705218138449e-25,1.2318354165878678e-25,9.4929452576047126e-24
6.34375,1.4834010569764862e-25,3.9295221133028733e-25,1.0275648065330703e-25,3.8677883190821387e-26,1.3289597744657183e-25,1.2316641096628684e-25,9.4852270714521291e-24
6.344,1.481711735654956e-25,3.914878396197545e-25,1.0266464420322593e-25,3.9005431824331473e-26,1.3260779636279991e-25,1.2315315762228617e-25,9.4768530343188046e-24
6.34425,1.4777011671359165e-25,3.8995423316006498e-25,1.0257417300509764e-25,3.9332323062564688e-26,1.3231169396847594e-25,1.2313965544606647e-25,9.4672837037108714e-24
6.3445,1.47042970938766e-25,3.8837552696325827e-25,1.024740367495092e-25,3.9660541107745612e-26,1.3200448212158027e-25,1.2312619101424328e-25,9.4569918629244718e-24
6.34475,1.4654159236821582e-25,3.8675953575338357e-25,1.0240271609682143e-25,3.9989152135427882e-26,1.3168943426448077e-25,1.2313260865242001e-25,9.4463565795467547e-24
6.345,1.4617296606152445e-25,3.849625581132286e-25,1.0237226917772283e-25,4.0291019948941528e-26,1.3136439566429029e-25,1.2313958736364661e-25,9.4355804569568293e-24
6.34525,1.4554527946056847e-25,3.8309317396258093e-25,1.0232498818697263e-25,4.0613615881993955e-26,1.3103403981763648e-25,1.2317561772547344e-25,9.4247030322077841e-24
6.3455,1.447144423294516e-25,3.8109142882460296e-25,1.0233252097253548e-25,4.0869646665404029e-26,1.3070267097396863e-25,1.232592616484938e-25,9.4139444418127869e-24
6.34575,1.4354552054682912e-25,3.7905445392299633e-25,1.0239200929881401e-25,4.108393590624783e-26,1.3037070578879031e-25,1.233521853112725e-25,9.4031690163881618e-24
6.346,1.4273837514533038e-25,3.7739899119135289e-25,1.0246159432766978e-25,4.1266303306347326e-26,1.3004122917082109e-25,1.2343571705132287e-25,9.3923217426825745e-24
6.34625,1.4195915980180961e-25,3.7560025870221765e-25,1.0258166246753077e-25,4.1408740059683926e-26,1.2972061399608538e-25,1.2352568946545357e-25,9.3813778059034474e-24
6.3465,1.409441439995531e-25,3.7382144274188111e-25,1.0275232720557969e-25,4.1506261793690256e-26,1.2941002976500271e-25,1.2360912571201826e-25,9.3703156574001866e-24
6.34675,1.4029942317972602e-25,3.7251235578929667e-25,1.029237296195983e-25,4.1600633366624008e-26,1.2910370729678384e-25,1.2364257727084298e-25,9.3593167964549717e-24
6.347,1.3965623053728153e-25,3.7101002501220648e-25,1.0314467933310946e-25,4.1661160488135931e-26,1.2880763704019219e-25,1.2367416205542201e-25,9.3479425352839726e-24
6.34725,1.3901790944964808e-25,3.6989427046419493e-25,1.0341877461790299e-25,4.1684757942331764e-26,1.2851267477498241e-25,1.2366255805635754e-25,9.3367491231412006e-24
6.3475,1.3815754200922989e-25,3.6871028183497711e-25,1.0374430901561989e-25,4.1668354403629417e-26,1.2822303779140151e-25,1.2366291507226288e-25,9.3256583992484053e-24
6.34775,1.3739692252219493e-25,3.678153161136268e-25,1.0409652801047477e-25,4.1647660730253286e-26,1.2793117274261577e-25,1.236537015666136e-25,9.3156530700857675e-24
6.348,1.367217024210932e-25,3.6698152956626367e-25,1.0445933563485907e-25,4.1642723792297279e-26,1.276395752560711e-25,1.236413542521099e-25,9.3069546821077733e-24
6.34825,1.3590326391218655e-25,3.6613310180744269e-25,1.0486063622675692e-25,4.1661077041831012e-26,1.2734637178963276e-25,1.236137848815804e-25,9.2999198640779422e-24
6.3485,1.3472082965985875e-25,3.6541130483649346e-25,1.0531344191651831e-25,4.1691093403098559e-26,1.2704641710235328e-25,1.2353527318391806e-25,9.2947447036001716e-24
6.34875,1.3388597429284746e-25,3.6463450510693108e-25,1.0584185690359039e-25,4.1727587964857033e-26,1.2673937738402381e-25,1.2342513895877735e-25,9.2909962183922167e-24
6.349,1.3301251067947927e-25,3.6400114410994798e-25,1.0639308076039545e-25,4.1797821594737647e-26,1.2642199774604198e-25,1.232729489520452e-25,9.2887114087709702e-24
6.34925,1.3225807977733695e-25,3.6329813847634286e-25,1.0698813404336481e-25,4.1845081062469931e-26,1.2609188711209033e-25,1.2307525911772885e-25,9.2871107989749179e-24
6.3495,1.3144140986980029e-25,3.6278776797260354e-25,1.07586722237915e-25,4.1916060846634241e-26,1.2575602934701418e-25,1.2287471864630064e-25,9.2855869234458357e-24
6.34975,1.3033687122875017e-25,3.620673301006086e-25,1.0821854316430987e-25,4.1984525570918098e-26,1.2541573199425648e-25,1.2270480109366818e-25,9.2835571642484851e-24
6.35,1.2902823717050113e-25,3.6146097618988674e-25,1.0884852169481499e-25,4.2053045874865274e-26,1.2506988692022678e-25,1.2254762425670326e-25,9.2809651851612777e-24
6.35025,1.2768577807454932e-25,3.6063665403181232e-25,1.0951370399265002e-25,4.207920674559257e-26,1.2472081337112099e-25,1.2245066940923621e-25,9.2772789755355379e-24
6.3505,1.2662453608383824e-25,3.5984167058109074e-25,1.1015791347575492e-25,4.2128148508002901e-26,1.243709317602593e-25,1.2237206568977546e-25,9.2726442302104226e-24
6.35075,1.2553421286522463e-25,3.5871764024578117e-25,1.1079744678936184e-25,4.2172131901985363e-26,1.2402049478016079e-25,1.222973519801804e-25,9.2669035425590349e-24
6.351,1.2451630371415465e-25,3.5762641187399438e-25,1.1142169182293764e-25,4.2202832661032336e-26,1.2367035386882822e-25,1.2220357746614685e-25,9.2603205601065899e-24
6.35125,1.2346154702980628e-25,3.5624749922059322e-25,1.1204772439888889e-25,4.2212644704005368e-26,1.2332560937500184e-25,1.2213194305871743e-25,9.2526751381828821e-24
6.3515,1.2235881108427942e-25,3.5489832239451631e-25,1.1267480905579405e-25,4.2202593541155407e-26,1.2298415131744615e-25,1.2203275919511991e-25,9.2443776194518645e-24
6.35175,1.211935311096405e-25,3.5332284645672524e-25,1.1330156374227414e-25,4.2177394839482487e-26,1.2264796514316783e-25,1.2192148508379516e-25,9.2353802659105852e-24
6.352,1.2029008820032639e-25,3.5155982849649575e-25,1.1392533382596713e-25,4.2150982052577103e-26,1.2231992256504934e-25,1.2179224576617862e-25,9.2257351472391818e-24
6.35225,1.1976596025675058e-25,3.497428228189963e-25,1.1456475872187786e-25,4.2109563321365016e-26,1.2199776554241997e-25,1.2166154594900453e-25,9.2159755047530414e-24
6.3525,1.1945987461728157e-25,3.4778515323913898e-25,1.1521464857453837e-25,4.2093794138614157e-26,1.2168551529229975e-25,1.2157180508769546e-25,9.206629348116042e-24
6.35275,1.193243788676586e-25,3.458658100461592e-25,1.1586271770893124e-25,4.2085461570734776e-26,1.2137601070534633e-25,1.2151689108978096e-25,9.1978467955745806e-24
6.353,1.1932371570440028e-25,3.4382595685476667e-25,1.1653740178321464e-25,4.2078472787007123e-26,1.2107213154002255e-25,1.2151491426584805e-25,9.1905003985656509e-24
6.35325,1.1946643681384144e-25,3.4193651480188078e-25,1.1722480475705335e-25,4.2094724399872782e-26,1.2077412283915114e-25,1.2158486064765125e-25,9.1841751056412482e-24
6.3535,1.198715605001326e-25,3.3982460309084571e-25,1.1790417300474486e-25,4.2142610656129336e-26,1.2048397342280565e-25,1.2169319870949122e-25,9.1794301255903861e-24
6.35375,1.2068856280621929e-25,3.3788547711387399e-25,1.1857054326955709e-25,4.2252395070590755e-26,1.2020701910632814e-25,1.2196632300198723e-25,9.1756960833277695e-24
6.354,1.2174148446971903e-25,3.3578573844579434e-25,1.1921371616080389e-25,4.240437466930283e-26,1.1993643915673343e-25,1.2225264534816338e-25,9.1722927672059498e-24
6.35425,1.2280040908420424e-25,3.3381234283690574e-25,1.1986376368232898e-25,4.2594391428751063e-26,1.1966992775204338e-25,1.2263782886816835e-25,9.1689143927593447e-24
6.3545,1.2394175229977116e-25,3.3165118180291293e-25,1.2046799179473242e-25,4.2844507929853897e-26,1.1941040087764016e-25,1.2304120153271445e-25,9.1648048842237616e-24
6.35475,1.2526479101010753e-25,3.2949452772964357e-25,1.2107289790437887e-25,4.3132969419979763e-26,1.1914740534210198e-25,1.2349231166164863e-25,9.1597623958841199e-24
6.355,1.2676411123224646e-25,3.2734659694075289e-25,1.2167042970150305e-25,4.3428086098547114e-26,1.1887868642805404e-25,1.239063505145528e-25,9.1537280154526308e-24
6.35525,1.2823235111338821e-25,3.2536743790975695e-25,1.2226591647247023e-25,4.377129459388784e-26,1.1860260751730699e-25,1.2433428938878804e-25,9.1458986303161656e-24
6.3555,1.2968374657952355e-25,3.2332257740061149e-25,1.2286277872838802e-25,4.4123775097865903e-26,1.1831965638252903e-25,1.2468843869329996e-25,9.1372047874278494e-24
6.35575,1.3130420409289214e-25,3.2132068596448768e-25,1.2345141770131683e-25,4.4505213922413152e-26,1.1802842935967426e-25,1.2502908681096777e-25,9.1269208934827069e-24
6.356,1.3255977588910061e-25,3.19268862477509e-25,1.2401013978686824e-25,4.4885936598208366e-26,1.1772969497172201e-25,1.2529279752977183e-25,9.1154265077863927e-24
6.35625,1.3414942520911404e-25,3.1715188715589554e-25,1.245518777931592e-25,4.5272612938179839e-26,1.1742563787617001e-25,1.254864017161302e-25,9.1033425157656751e-24
6.3565,1.3576026527050121e-25,3.1503049536283646e-25,1.250761403283964e-25,4.5675704632538978e-26,1.1711714868743641e-25,1.2568553157196563e-25,9.0908122228380323e-24
6.35675,1.3716158134385286e-25,3.1268551918509519e-25,1.2557069940743935e-25,4.6076401110922784e-26,1.1680511473519499e-25,1.2582301403584568e-25,9.0792075826188258e-24
6.357,1.3907350747764385e-25,3.1035256877065913e-25,1.2607485394603015e-25,4.6486745586147482e-26,1.1649071355296122e-25,1.2603456206879183e-25,9.0672499610121929e-24
6.35725,1.4054004316379715e-25,3.0789882719332412e-25,1.2655056322162999e-25,4.6893768259904684e-26,1.1616996941869493e-25,1.2621299476948089e-25,9.0558361331000743e-24
6.3575,1.4235465336221215e-25,3.0535357107950844e-25,1.2700578717802917e-25,4.7355109260839516e-26,1.15845687463689e-25,1.2643274965811118e-25,9.0447774126167063e-24
6.35775,1.4437805304991862e-25,3.0277603726148257e-25,1.2744485249059355e-25,4.7821448614104517e-26,1.1551382372605383e-25,1.2660748126061875e-25,9.0350663977909021e-24
6.358,1.4651847743943364e-25,3.0021477580086683e-25,1.2785151459278779e-25,4.8331969298977502e-26,1.1517761885382746e-25,1.2679022034730423e-25,9.0272146084250303e-24
6.35825,1.4862817682647128e-25,2.9764660446721491e-25,1.2822401800506954e-25,4.8887633315259727e-26,1.1483824863421646e-25,1.2693291270020044e-25,9.0214477054311354e-24
6.3585,1.5113045066136979e-25,2.9511402580729378e-25,1.285904017177072e-25,4.949136008687668e-26,1.1450024182669432e-25,1.2724880433344469e-25,9.017814985519712e-24
6.35875,1.5364370778106742e-25,2.9260537240651173e-25,1.2896297111465392e-25,5.0114925902734549e-26,1.1415106001697272e-25,1.274213616639286e-25,9.0162734417643331e-24
6.359,1.568917018286389e-25,2.9029601505180494e-25,1.2933716694232561e-25,5.0764017416157166e-26,1.138049726094298e-25,1.2770747759428899e-25,9.0161077008529649e-24
6.35925,1.5920548251332152e-25,2.8802816329700041e-25,1.2972521003740889e-25,5.1399076013732423e-26,1.1344676622744564e-25,1.2785275009088821e-25,9.0163774259178353e-24
6.3595,1.6225552491462762e-25,2.8576741819192951e-25,1.3009942268670408e-25,5.2028741328680428e-26,1.1309181995728788e-25,1.2810618647762067e-25,9.0169871919896216e-24
6.35975,1.6382902793952055e-25,2.8346184221354694e-25,1.3047504632310334e-25,5.2644485084004806e-26,1.1273501261586676e-25,1.2827843352743248e-25,9.0166186033784193e-24
6.36,1.6577038603731701e-25,2.8109272040200853e-25,1.3085229386644256e-25,5.3237565517956771e-26,1.1239174877064584e-25,1.2862746158026814e-25,9.0148747907204735e-24
6.36025,1.6825614460629494e-25,2.7873530538703995e-25,1.3121332209826447e-25,5.3778167107843638e-26,1.1205737717863225e-25,1.290217662930399e-25,9.0111809801774354e-24
6.3605,1.7096248743033849e-25,2.7643517001549457e-25,1.3157712110883085e-25,5.4325688042699069e-26,1.1172728313893313e-25,1.2926584856887305e-25,9.0055522636570067e-24
6.36075,1.7407433395309855e-25,2.7400318041851981e-25,1.3194720595693869e-25,5.4802369604030839e-26,1.1140541820467862e-25,1.2960684727641076e-25,8.9984606967017031e-24
6.361,1.7568864294696881e-25,2.7182076525150321e-25,1.3236837979564926e-25,5.5304087240311972e-26,1.1109660440052367e-25,1.2996389105199446e-25,8.9905075784356139e-24
6.36125,1.7657720798389041e-25,2.6952174579505703e-25,1.3280525881564121e-25,5.5735126947539665e-26,1.1078706246547994e-25,1.3038969178054678e-25,8.9816234899399267e-24
6.3615,1.7810147814321081e-25,2.6741141931203993e-25,1.3327976792020247e-25,5.6173145858773671e-26,1.1047707846547531e-25,1.3076401908095086e-25,8.9731538105404925e-24
6.36175,1.8029024131010544e-25,2.6520339995392855e-25,1.3377300892282582e-25,5.653269895208185e-26,1.1016423813918731e-25,1.3120838374667279e-25,8.9647737048779133e-24
6.362,1.8134552404585472e-25,2.6320161581244195e-25,1.3433208499736343e-25,5.6887553660341477e-26,1.0985840148186301e-25,1.3163603613834589e-25,8.9571234791379036e-24
6.36225,1.8241799967782693e-25,2.6115382489672541e-25,1.348900530255965e-25,5.7246919781413516e-26,1.0956119318503081e-25,1.3218296300539746e-25,8.9499216758776133e-24
6.3625,1.8254915443408078e-25,2.593213194039052e-25,1.3554616558135697e-25,5.7518108703369506e-26,1.0926058924432861e-25,1.326731811395288e-25,8.9438417383269991e-24
6.36275,1.8232003667984996e-25,2.5749265435525619e-25,1.3620083797702748e-25,5.7785015639304635e-26,1.0896282752953636e-25,1.3323320696140348e-25,8.9380288818913435e-24
6.363,1.8227350026968107e-25,2.5563652258991414e-25,1.3685582165256698e-25,5.8066774546829553e-26,1.0866692868798057e-25,1.3380978437778642e-25,8.9320977612198985e-24
6.36325,1.8228780930810002e-25,2.5379307806505063e-25,1.3752367133783206e-25,5.8337060887807922e-26,1.0836658610184985e-25,1.3430266716315323e-25,8.9259635853482966e-24
6.3635,1.8192331279227337e-25,2.5183354688158085e-25,1.3816703028832319e-25,5.858262586253187e-26,1.0805624494294687e-25,1.3454714204072899e-25,8.9201607659106095e-24
6.36375,1.8120956228805314e-25,2.4994703000377916e-25,1.3886543702280633e-25,5.8943095743008768e-26,1.0775023511616067e-25,1.3475545714772719e-25,8.9132668039262803e-24
6.364,1.8145717761362829e-25,2.4806638833215739e-25,1.3950906994999422e-25,5.9355903585660044e-26,1.0743791590383523e-25,1.3489567013951763e-25,8.905117531942924e-24
6.36425,1.8149155687973075e-25,2.4620524052488547e-25,1.401173941625948e-25,5.9791871652032557e-26,1.0711151665964626e-25,1.3494572385189856e-25,8.8960297142394665e-24
6.3645,1.8209725786293832e-25,2.4436054711090419e-25,1.4070408184035434e-25,6.025154438006907e-26,1.0677253930455274e-25,1.3490459004409504e-25,8.8861830335660539e-24
6.36475,1.8240887666169611e-25,2.4238929862322435e-25,1.412844173674703e-25,6.0681145844379235e-26,1.0642383758700239e-25,1.3481407865300793e-25,8.8759351930445108e-24
6.365,1.8267433529754025e-25,2.404716188962874e-25,1.418559651754513e-25,6.1254143154025835e-26,1.0606959070385909e-25,1.3473962310570255e-25,8.8646992211997859e-24
6.36525,1.8344477978728285e-25,2.3864633997666028e-25,1.4249426819184267e-25,6.1796066770444129e-26,1.056987880249848e-25,1.3461522668649951e-25,8.8534043540965869e-24
6.3655,1.8433050197770999e-25,2.3665154586802187e-25,1.4312333930478901e-25,6.2324695835624184e-26,1.0531253904126403e-25,1.3446313639221507e-25,8.8430019542572693e-24
6.36575,1.8542496722319231e-25,2.3454117049497729e-25,1.4372370357269075e-25,6.2886975081415045e-26,1.0491356000093548e-25,1.3434908693669401e-25,8.8322262278789408e-24
6.366,1.8649675307010481e-25,2.3242188384968035e-25,1.4431938920009074e-25,6.349366210264948e-26,1.0451600238736196e-25,1.342644869387057e-25,8.8210503746306058e-24
6.36625,1.882750505296605e-25,2.3036549247350327e-25,1.4486337752769628e-25,6.4130291705530771e-26,1.0411699575977368e-25,1.3428560452491209e-25,8.8085949441863602e-24
6.3665,1.896976242738587e-25,2.2836764373409822e-25,1.4537250664571147e-25,6.4796682885926431e-26,1.0370871098573063e-25,1.342071503796122e-25,8.7950400109768085e-24
6.36675,1.9160597970039159e-25,2.2653045530286837e-25,1.4587742555070544e-25,6.5484288119244221e-26,1.0330578558082881e-25,1.342565113043318e-25,8.7815423687139928e-24
6.367,1.9361961355376646e-25,2.2454012116955868e-25,1.4630836790465385e-25,6.6172466538547626e-26,1.0290038195676841e-25,1.3429415958365377e-25,8.7678526849417396e-24
6.36725,1.9557745545266836e-25,2.2262326087505017e-25,1.4671463312549447e-25,6.6852740199341669e-26,1.0249561488536968e-25,1.3446175019099573e-25,8.7538868526961265e-24
6.3675,1.9757508577975425e-25,2.206045590681995e-25,1.4706265416352981e-25,6.7541109701917772e-26,1.0209215243947341e-25,1.3462022532023686e-25,8.7409447045426733e-24
6.36775,1.9942722591677333e-25,2.1871645015709964e-25,1.4739894614556989e-25,6.8192879352190279e-26,1.0167956139205992e-25,1.3474347186033567e-25,8.7295545120502673e-24
6.368,2.0182614996798921e-25,2.1683009589013807e-25,1.477129611675807e-25,6.8840584665903998e-26,1.0125991496866687e-25,1.3484175661782845e-25,8.7201693013191732e-24
6.36825,2.0438358414949103e-25,2.1494742076409354e-25,1.4810274623450739e-25,6.945029348226614e-26,1.008419276612966e-25,1.3501330752351691e-25,8.7136294254828885e-24
6.3685,2.0697448771450824e-25,2.1317732001391588e-25,1.485224043611804e-25,7.0005244640312856e-26,1.0041987098367984e-25,1.3514518459071218e-25,8.7090867858636274e-24
6.36875,2.0983261898777564e-25,2.1154876825185145e-25,1.4899537077136864e-25,7.0496692802392098e-26,1.000014740141182e-25,1.3530452228233971e-25,8.7058456940764449e-24
6.369,2.1286082578456075e-25,2.1004969296026491e-25,1.4947494525550531e-25,7.0895720308452662e-26,9.9589561534957906e-26,1.355871686680942e-25,8.7033703230057858e-24
6.36925,2.1560844965757013e-25,2.084625389696855e-25,1.499235515798577e-25,7.1269538571895619e-26,9.9178775228365872e-26,1.3580892929766433e-25,8.6999522855820666e-24
6.3695,2.1862983443482594e-25,2.0711179462488409e-25,1.5038957937206584e-25,7.1576119371989523e-26,9.8770017155326834e-26,1.3591551812713375e-25,8.6965516907364531e-24
6.36975,2.2198218166370862e-25,2.0554565439538506e-25,1.5080637294072698e-25,7.1928914861192845e-26,9.8379437230230676e-26,1.3598430589793666e-25,8.6911891430261732e-24
6.37,2.2517559232134607e-25,2.0405871050430666e-25,1.5126388243356236e-25,7.2222017169354133e-26,9.7984517648797166e-26,1.3593724743191834e-25,8.6851833985830654e-24
6.37025,2.2913299680075446e-25,2.0252930136988132e-25,1.5169580745511829e-25,7.2547756806745641e-26,9.7593245386625659e-26,1.3577820751275187e-25,8.677679196440933e-24
6.3705,2.3355860126096461e-25,2.0130471432445899e-25,1.5212896656264526e-25,7.2813690128499604e-26,9.719994296192466e-26,1.3559865318344818e-25,8.6696993116757024e-24
6.37075,2.3660065413236707e-25,1.9985634384375774e-25,1.5251461505756214e-25,7.3170946694756275e-26,9.6812230402309311e-26,1.3537532010060251e-25,8.6605084279826175e-24
6.371,2.3845583105142729e-25,1.9841133695906096e-25,1.529377107493748e-25,7.3520078405530123e-26,9.6419621961574091e-26,1.3528434826365124e-25,8.6511810602102787e-24
6.37125,2.4132703964031229e-25,1.9678779149187921e-25,1.5330104592373073e-25,7.397951148330413e-26,9.6030167483767318e-26,1.3522267962760146e-25,8.6427453369908357e-24
6.3715,2.4440519973582581e-25,1.9551389179310346e-25,1.5370188818292844e-25,7.4489607464113058e-26,9.5637762684657665e-26,1.3530953649800573e-25,8.6352393421091998e-24
6.37175,2.4820572269923204e-25,1.9409492787461495e-25,1.5398808079346459e-25,7.5119036046324929e-26,9.524565123332922e-26,1.3549288859769995e-25,8.6284506811852172e-24
6.372,2.5173150997150666e-25,1.9259867276731126e-25,1.5427697081538465e-25,7.5840042492163342e-26,9.4847221832931546e-26,1.3573417135581062e-25,8.6225911417764495e-24
6.37225,2.547642797863826e-25,1.9136504055200318e-25,1.5460715939950147e-25,7.6532024404382827e-26,9.444137049588889e-26,1.3606359080435802e-25,8.6193592677860554e-24
6.3725,2.5797359623945626e-25,1.9014619414469226e-25,1.547594163735388e-25,7.7328419967103771e-26,9.4035873095140952e-26,1.3639781373178744e-25,8.6163672916612154e-24
6.37275,2.6099676829915742e-25,1.8914993061274593e-25,1.5501781668082412e-25,7.8066782665112657e-26,9.3629744159901287e-26,1.3679209789631376e-25,8.6143800728147063e-24
6.373,2.6416503475093262e-25,1.8770369748972463e-25,1.551347363099921e-25,7.8896076543014527e-26,9.3233792243411566e-26,1.371716502342875e-25,8.6115732707530823e-24
6.37325,2.6721035078551947e-25,1.864899587531717e-25,1.5537395651843698e-25,7.9659715069234394e-26,9.2846073881376941e-26,1.3763115698141326e-25,8.6077956318708047e-24
6.3735,2.7015833624231565e-25,1.8526615166824425e-25,1.5543042497675033e-25,8.0498625446233971e-26,9.2474691623070128e-26,1.3805729522950133e-25,8.604606566934786e-24
6.37375,2.7402727117321629e-25,1.8402885333341237e-25,1.5547525019361245e-25,8.1326647017681895e-26,9.211501781827374e-26,1.3851030477621105e-25,8.6006797498091047e-24
6.374,2.7775168012377637e-25,1.8303850510784385e-25,1.5561745170913789e-25,8.2124115810400251e-26,9.1767365397352692e-26,1.3913530148184889e-25,8.5948176194845265e-24
6.37425,2.8153411812586696e-25,1.8184206890023547e-25,1.5563711947947596e-25,8.294918433634593e-26,9.142222569717305e-26,1.3958496719934556e-25,8.5883206370856996e-24
6.3745,2.8516592267029498e-25,1.8085762458238379e-25,1.5577308584557488e-25,8.3787942297364054e-26,9.1076441026181943e-26,1.4019651407780803e-25,8.5803740351289083e-24
6.37475,2.8874443042311176e-25,1.7967936127625437e-25,1.5581094357660138e-25,8.4684820195106213e-26,9.0736935090889626e-26,1.4080571264596949e-25,8.571657926108591e-24
6.375,2.9250905084656575e-25,1.7885210622577637e-25,1.5594391870079413e-25,8.5640505608150956e-26,9.0390025465565168e-26,1.4165839915878137e-25,8.5619931577766174e-24
6.37525,2.9715336267459844e-25,1.778349346023931e-25,1.5604525687913872e-25,8.6687128123919676e-26,9.0048884560168191e-26,1.4254161174702907e-25,8.551858962027232e-24
6.3755,3.017107326515584e-25,1.7713423718825619e-25,1.5620604079386363e-25,8.7778592064579507e-26,8.970326314086148e-26,1.4366850656656001e-25,8.5420570478778898e-24
6.37575,3.0484261213774278e-25,1.7622162114272074e-25,1.5630274368679668e-25,8.8911499026256764e-26,8.9358439478620397e-26,1.4478777386772401e-25,8.5322243699946221e-24
6.376,3.0694480441312586e-25,1.7573559762031521e-25,1.564051261532207e-25,9.0050916654033684e-26,8.9015982642683556e-26,1.4616891068003618e-25,8.5233594393304602e-24
6.37625,3.0886618470995437e-25,1.7492390137798335e-25,1.5649076282715013e-25,9.1249548319960868e-26,8.8682612372036346e-26,1.4749512444346733e-25,8.5140969334279304e-24
6.3765,3.1027583345311905e-25,1.7392755966258704e-25,1.5657033141295554e-25,9.2448242036986324e-26,8.8346547676436153e-26,1.4871349957557361e-25,8.5057480893122946e-24
6.37675,3.1080890034467022e-25,1.7322697075136278e-25,1.566081191204582e-25,9.3614999328308827e-26,8.8013411039489165e-26,1.5004691835349299e-25,8.4992354276540771e-24
6.377,3.1164847667790519e-25,1.7243599243551739e-25,1.565834253769601e-25,9.4755540868717333e-26,8.7676015822636599e-26,1.5110014144188732e-25,8.4926294851641059e-24
6.37725,3.1226865166274557e-25,1.7197343051901694e-25,1.5656049549892473e-25,9.5833870634759943e-26,8.7338799477825667e-26,1.522175916684493e-25,8.4862902291106907e-24
6.3775,3.1255995103937148e-25,1.7116324546668494e-25,1.5649082246006534e-25,9.6908682696658363e-26,8.699440094272309e-26,1.5309249361344791e-25,8.4804901071932669e-24
6.37775,3.1241855473184631e-25,1.706110037874052e-25,1.5641080220403169e-25,9.7963169948498098e-26,8.6646475770330079e-26,1.5404876594945057e-25,8.474350872144554e-24
6.378,3.132085393452296e-25,1.7001801578129849e-25,1.5631718726637157e-25,9.9028196433322628e-26,8.6283622139227216e-26,1.5487285147700586e-25,8.4684246047845675e-24
6.37825,3.1431929243241022e-25,1.6961282928904643e-25,1.5626395757507326e-25,1.0009578665385522e-25,8.5906791436163382e-26,1.5572849223155843e-25,8.4619551707408429e-24
6.3785,3.1567918019732975e-25,1.6922827102338912e-25,1.5622883992412046e-25,1.0116068288429538e-25,8.5520634108602063e-26,1.5662750668074035e-25,8.454856566428367e-24
6.37875,3.1774076288730018e-25,1.6882955753923419e-25,1.562868696956882e-25,1.0228091786907143e-25,8.5121439491778474e-26,1.5753460974950228e-25,8.4469532629297204e-24
6.379,3.1989636251620109e-25,1.684514625065165e-25,1.5640638710849773e-25,1.0340020540086151e-25,8.470052527721123e-26,1.5831650081973276e-25,8.4383681225952882e-24
6.37925,3.2212495394090266e-25,1.67921599699587e-25,1.5653306191725162e-25,1.0450716271270853e-25,8.4274206760862458e-26,1.5909450080511584e-25,8.4289561580088331e-24
6.3795,3.2546603144881214e-25,1.6734619281970836e-25,1.5671019540443341e-25,1.0559196608546098e-25,8.3843491981765594e-26,1.5986529050612689e-25,8.4189712950543976e-24
6.37975,3.2857150488610443e-25,1.666134347483743e-25,1.5685940633618745e-25,1.0657916580042324e-25,8.3412062074503114e-26,1.605304235051575e-25,8.4085699900652036e-24
6.38,3.3090720793370196e-25,1.6594660988765598e-25,1.5706507997964816e-25,1.0755955165348903e-25,8.2982772444906599e-26,1.6110990885215461e-25,8.3977825270393943e-24
6.38025,3.3276673095082482e-25,1.6516700623650193e-25,1.5724048116735081e-25,1.0837719005022227e-25,8.2559367075242829e-26,1.6153411523839976e-25,8.387576436497624e-24
6.3805,3.3568617444672617e-25,1.6460817227379315e-25,1.5739605063346683e-25,1.0916634045203066e-25,8.2145648542172189e-26,1.6188959120646718e-25,8.3777504473807934e-24
6.38075,3.3864966078918651e-25,1.6382349296435179e-25,1.5749444671686125e-25,1.0989120744680564e-25,8.1739212366342087e-26,1.6218717974507597e-25,8.3693964671896306e-24
6.381,3.4187626023380541e-25,1.6294923845281261e-25,1.5757611277178683e-25,1.1055101579311782e-25,8.1336301329571493e-26,1.624109284103175e-25,8.3624731358291156e-24
6.38125,3.440940509798573e-25,1.6213626136878248e-25,1.5769818119159018e-25,1.1114904936931224e-25,8.0929247341679966e-26,1.6251125460073198e-25,8.3571448093933786e-24
6.3815,3.464528543691052e-25,1.6120369949720232e-25,1.578613805350634e-25,1.117482780311415e-25,8.0518032888709885e-26,1.6258141386999099e-25,8.3533100280431957e-24
6.38175,3.4970699333646176e-25,1.605711405310148e-25,1.5807010853236531e-25,1.1232288787123318e-25,8.0101825517849926e-26,1.626877962525915e-25,8.3509125115818196e-24
6.382,3.5272167176963924e-25,1.5971880536020552e-25,1.5833476304823167e-25,1.1284602932877182e-25,7.9671652292251852e-26,1.6270273580530653e-25,8.3486276305334867e-24
6.38225,3.554329397973096e-25,1.5909554230178238e-25,1.5866066791635266e-25,1.1333874862484902e-25,7.9237113314652288e-26,1.6273872404857359e-25,8.346908283762486e-24
6.3825,3.5854238161665269e-25,1.585188414823497e-25,1.5901632315182964e-25,1.1385172575247016e-25,7.8798160568274067e-26,1.6275251624607807e-25,8.3450710124065057e-24
