Physical Time (s),xth_right Monitor (W): right_cv1,xth_right Monitor (W): right_cv2,xth_right Monitor (W): right_cv3,xth_right Monitor (W): right_cv4,xth_right Monitor (W): right_cv5,xth_right Monitor (W): right_cv6,xth_right Monitor (W): right_cv7
6.3475,1.4537321607356519e-14,1.2744052096944638e-14,1.8329427331234504e-14,2.0191322384557949e-14,1.7736009746614054e-14,1.2076860941371316e-14,1.2036545879335464e-14
6.34775,1.4941565614542013e-14,1.2484264523230728e-14,1.8394203910978733e-14,2.0415215717423877e-14,1.7844829742073045e-14,1.1919617413154471e-14,1.2330195559614659e-14
6.348,1.4697494254729087e-14,1.2362031088112257e-14,1.8072226793174462e-14,2.0425421074994553e-14,1.8075125060287187e-14,1.2112862969001596e-14,1.2092893466219255e-14
6.34825,1.4989719007358701e-14,1.2502435189410545e-14,1.7825573246110034e-14,2.0268359511889068e-14,1.8057472100287087e-14,1.1660970432116212e-14,1.2063522071199925e-14
6.3485,1.5371814122834705e-14,1.1998141345471261e-14,1.7688774075874978e-14,2.0017469836536081e-14,1.7629828503832396e-14,1.2229675895614358e-14,1.2135598482874869e-14
6.34875,1.5256561963902921e-14,1.1683628557877466e-14,1.7757814041975176e-14,2.0363710892882814e-14,1.7810561906127678e-14,1.2340354107102058e-14,1.2214664418831252e-14
6.349,1.5506911000813851e-14,1.1234866229696796e-14,1.7081568181414383e-14,2.0272420405330685e-14,1.8100053593769011e-14,1.2374220554802272e-14,1.2058165168759745e-14
6.34925,1.5458324084097034e-14,1.168529209989402e-14,1.6746305082354126e-14,1.9553534970446232e-14,1.8502283193268668e-14,1.2146123627126211e-14,1.244115780754695e-14
6.3495,1.5335619479499134e-14,1.1252119346760681e-14,1.6857777476727063e-14,2.0152698339414149e-14,1.8213931059485916e-14,1.2574501721817265e-14,1.237790961064764e-14
6.34975,1.5727523583187769e-14,1.0934197047746664e-14,1.6798465489142816e-14,1.9730455626666917e-14,1.787876616849175e-14,1.2346686664394871e-14,1.2324134370065349e-14
6.35,1.5677472215589652e-14,1.1106830506608968e-14,1.6530112131279795e-14,1.9875264631586988e-14,1.812724264127978e-14,1.1923116864791133e-14,1.2389255684746172e-14
6.35025,1.5820220300462219e-14,1.0228954953210965e-14,1.623716182242407e-14,1.9399449658725364e-14,1.8451905640901568e-14,1.2453656077039102e-14,1.2158733597979031e-14
6.3505,1.5739234932311421e-14,1.0508761322490339e-14,1.606625798959311e-14,2.0140293085690234e-14,1.81112782412845e-14,1.1988263135153597e-14,1.2577912262130023e-14
6.35075,1.5943863825118023e-14,1.0368811210275518e-14,1.6174353099397431e-14,1.93866191781473e-14,1.8115574979477867e-14,1.2949987536711348e-14,1.2198081442958548e-14
6.351,1.5791338261173999e-14,1.0019189756522378e-14,1.5818047222751929e-14,1.9676509206644763e-14,1.8362208426354395e-14,1.2208237851168528e-14,1.2179635757566486e-14
6.35125,1.537147089981822e-14,9.5524747802476932e-15,1.5817264494208754e-14,1.9230020007145392e-14,1.7945034591529281e-14,1.2230387388196178e-14,1.23691258944444e-14
6.3515,1.588883216071563e-14,9.5017370020584838e-15,1.5204788966231686e-14,1.957454077353606e-14,1.808662338091045e-14,1.2623286515326113e-14,1.2300850542301081e-14
6.35175,1.6251615370299699e-14,9.1467755068855147e-15,1.5174093534175093e-14,1.9541660992718951e-14,1.8377858552786685e-14,1.2212436979520015e-14,1.2170644432933117e-14
6.352,1.6192276496852826e-14,9.547005025954744e-15,1.5592248281748702e-14,1.9282888695148065e-14,1.8588298332984098e-14,1.2981305884376832e-14,1.217387833227538e-14
6.35225,1.6495248547929661e-14,9.3170884305745546e-15,1.4723052049249917e-14,1.9120200683954793e-14,1.8061646033852698e-14,1.3096558145728069e-14,1.2244785558540961e-14
6.3525,1.6869592611597501e-14,9.1421438579699201e-15,1.4955826087758526e-14,1.9236510118756111e-14,1.8693276735911521e-14,1.2821848707887791e-14,1.2556063451758967e-14
6.35275,1.6572923666829052e-14,8.3810665657112837e-15,1.4687993742631489e-14,1.8875489294773568e-14,1.8061090652856852e-14,1.2952967965889052e-14,1.2428217196349033e-14
6.353,1.7059092911313402e-14,8.7982661812746517e-15,1.448926554523033e-14,1.8750942482358366e-14,1.7915363708308276e-14,1.2683049865413521e-14,1.2384379598520377e-14
6.35325,1.7234809707256439e-14,8.7371628169794836e-15,1.4092264296291283e-14,1.8866711056853971e-14,1.8167813207104932e-14,1.2902517645341735e-14,1.2409892179292368e-14
6.3535,1.703234179479583e-14,8.4548656661421287e-15,1.3788562715457979e-14,1.9217732966619061e-14,1.830017603216281e-14,1.2619684701180908e-14,1.2500305413189425e-14
6.35375,1.696172726957453e-14,8.5011131427493381e-15,1.3792576634208816e-14,1.8319865233772335e-14,1.8525726267319024e-14,1.2878228677601007e-14,1.2587257953509795e-14
6.354,1.7129508952066128e-14,8.2230533726790028e-15,1.3511667393800768e-14,1.8814167792653684e-14,1.8423819231959878e-14,1.3103543895258433e-14,1.2380666034495206e-14
6.35425,1.7107568358121538e-14,8.6822982932327948e-15,1.3488327062223293e-14,1.8613799158146906e-14,1.8660976580741463e-14,1.3093784986411661e-14,1.2685121128165146e-14
6.3545,1.7606199257898686e-14,7.5400768994854124e-15,1.3455109316793385e-14,1.8320920476944814e-14,1.8410561699224408e-14,1.2901762231679525e-14,1.2316946155308799e-14
6.35475,1.7433947051479637e-14,7.7151269664921779e-15,1.3208397751924427e-14,1.8034032168413839e-14,1.811779125316303e-14,1.2851686734032899e-14,1.2367098043240127e-14
6.355,1.7864400994415214e-14,7.4106353484311648e-15,1.2804192345489193e-14,1.7606354191422182e-14,1.8252620645833986e-14,1.2850624642427197e-14,1.2209368984245022e-14
6.35525,1.7941583852031905e-14,7.8288400746313397e-15,1.2831405773144467e-14,1.7700964878766385e-14,1.8381782840222254e-14,1.3808066177799721e-14,1.2356435204707785e-14
6.3555,1.7989866391286965e-14,7.3955547025038548e-15,1.2322150131308863e-14,1.7666972471397113e-14,1.8638641217826848e-14,1.3013991050185085e-14,1.2541237737828513e-14
6.35575,1.8051469094402893e-14,6.9222767978522188e-15,1.2663212149012703e-14,1.7838247993139396e-14,1.83661067765357e-14,1.3065008514021311e-14,1.2407950498200398e-14
6.356,1.8372084691625622e-14,7.244404999843747e-15,1.1977643956066701e-14,1.766846730053682e-14,1.7907782186564122e-14,1.3286869469060927e-14,1.2448886712525721e-14
6.35625,1.8559155693714819e-14,6.6550181188139028e-15,1.1986746800585122e-14,1.7835519077327909e-14,1.8523883899992696e-14,1.2864033443546709e-14,1.2112409035773967e-14
6.3565,1.8232553961756196e-14,6.5302936765382393e-15,1.1467714767628593e-14,1.7742133712328154e-14,1.7905616058700421e-14,1.3324565858272868e-14,1.2565407369626114e-14
6.35675,1.8649360095202643e-14,7.3288540278228323e-15,1.178630503342596e-14,1.7811031759472355e-14,1.803807232118493e-14,1.3287556353335817e-14,1.2478466424875592e-14
6.357,1.8952980044525247e-14,6.7400978226362055e-15,1.1147251799392207e-14,1.7820227615077448e-14,1.7993103196892264e-14,1.3355591652717425e-14,1.203254105595344e-14
6.35725,1.8869199009555707e-14,6.2573286775312074e-15,1.1529584696907436e-14,1.687911176637018e-14,1.84086628568094e-14,1.3312811394849765e-14,1.1944117465245066e-14
6.3575,1.8795051971905278e-14,6.8742946677014682e-15,1.1573957222967028e-14,1.7045053449404157e-14,1.7939119849140226e-14,1.3214656349321766e-14,1.2664778843630538e-14
6.35775,1.9074695402785823e-14,6.5164286008313185e-15,1.1102572012279095e-14,1.6971991432607632e-14,1.7932876972752863e-14,1.3393247959080972e-14,1.184738524574839e-14
6.358,1.9056544262988836e-14,6.4477160323865414e-15,1.1227614239850964e-14,1.6704679781224729e-14,1.8027544212425626e-14,1.3357988602784065e-14,1.1826010352556984e-14
6.35825,1.9396341989860598e-14,6.083358149297602e-15,1.1029810105040513e-14,1.6607281608980154e-14,1.7945899615952763e-14,1.3230147811785334e-14,1.1594437014578043e-14
6.3585,1.9949303873292043e-14,6.0814733903742719e-15,1.0665337897092718e-14,1.6706251618418815e-14,1.8191956498463628e-14,1.2992807558835079e-14,1.2053075091644933e-14
6.35875,1.9919823349082877e-14,6.0225559194244823e-15,1.0241817244751615e-14,1.6692279940960027e-14,1.8147281930872694e-14,1.3674715510811886e-14,1.2002634106534122e-14
6.359,1.9766997797585548e-14,5.7603206012776111e-15,1.0349404810659124e-14,1.6971838802482343e-14,1.7626455750614036e-14,1.314809794755499e-14,1.2886897978532079e-14
6.35925,1.9844664427229292e-14,5.7940500961745637e-15,9.9794392333394064e-15,1.6352860729319114e-14,1.7913596506640362e-14,1.372908982740786e-14,1.2122155879434013e-14
6.3595,2.0007212807066624e-14,5.8218424178257182e-15,1.0049603814511954e-14,1.5847254928533603e-14,1.7998909086533952e-14,1.3476364999321521e-14,1.2483534292781076e-14
6.35975,2.012793960768697e-14,5.9646282949505703e-15,9.907592251650447e-15,1.6426420076181288e-14,1.82312322566667e-14,1.3426001376948405e-14,1.2441415681201203e-14
6.36,2.0226297773278489e-14,5.1184194153690309e-15,9.7628054660436155e-15,1.5822705776737323e-14,1.7445180170065531e-14,1.3807458040030573e-14,1.238547239612759e-14
6.36025,2.0121911352305811e-14,5.2184506722664543e-15,9.376263788908528e-15,1.5908220001216613e-14,1.7620085356644771e-14,1.3521735702936936e-14,1.2453498685275128e-14
6.3605,2.0500952701718694e-14,5.1973389823299602e-15,9.4313584807878864e-15,1.5376062193542058e-14,1.7939348266243889e-14,1.3493019663686933e-14,1.2250038406138856e-14
6.36075,2.0597842560223884e-14,5.1231288561867106e-15,9.2096892988467675e-15,1.579439983339657e-14,1.7832352407196839e-14,1.3418498029860265e-14,1.2324536694682216e-14
6.361,2.0878449953349271e-14,5.5563311572163859e-15,8.8292618747149986e-15,1.5398508184246018e-14,1.7501529854607682e-14,1.4001706670267557e-14,1.2301394833743757e-14
6.36125,2.1070855125472501e-14,5.3173089462670832e-15,8.9430626195842405e-15,1.5726219357238575e-14,1.7552169786198328e-14,1.3592973978373982e-14,1.2054692275865391e-14
6.3615,2.1323371604353543e-14,5.2153569190954741e-15,8.7369480782729465e-15,1.5256128922692227e-14,1.756655914799264e-14,1.3996408883676029e-14,1.1956514022238517e-14
6.36175,2.1294597813551329e-14,4.6744711496141778e-15,8.7923783783316387e-15,1.4706950062765063e-14,1.7401637807348898e-14,1.363049668098748e-14,1.2092879628474609e-14
6.362,2.122152209247121e-14,4.8722115320282159e-15,8.4870684784075986e-15,1.4829980277572311e-14,1.7637321419903864e-14,1.3857308331698805e-14,1.1949393430900747e-14
6.36225,2.0962297512984839e-14,5.0909777358002356e-15,8.5821464772605242e-15,1.5069087978198853e-14,1.7571849578535015e-14,1.3962198184237759e-14,1.2193042027972756e-14
6.3625,2.1410146536979893e-14,4.8798551896499837e-15,8.4179160034582921e-15,1.4618359753125298e-14,1.7662538992492096e-14,1.4040149461026072e-14,1.2234512726580541e-14
6.36275,2.1613334980387878e-14,5.4878785365085575e-15,8.1412624593462414e-15,1.488217034284868e-14,1.7328206737917487e-14,1.4089601315446684e-14,1.2313912708420457e-14
6.363,2.1656902987197748e-14,4.6127037013313427e-15,7.9653673495039351e-15,1.4797286437028667e-14,1.7172252729205706e-14,1.4080678570790356e-14,1.2003012846822163e-14
6.36325,2.1702352222483433e-14,4.9681468794466794e-15,8.0223999624112689e-15,1.478650132359645e-14,1.7226047260407505e-14,1.368448269931043e-14,1.2167135031445891e-14
6.3635,2.2002106104127974e-14,4.4607156358384247e-15,7.9529803291125236e-15,1.4454754811907581e-14,1.6904977317764778e-14,1.3518643823490703e-14,1.252746659097007e-14
6.36375,2.2468445847011412e-14,4.4528688837251774e-15,7.7713702421451533e-15,1.4092489850645491e-14,1.7198983514653377e-14,1.4094423600735188e-14,1.2648051234980168e-14
6.364,2.1728751565760231e-14,4.8329123864254419e-15,7.1738658836927012e-15,1.3468241481230996e-14,1.7738043570574211e-14,1.3744471054139905e-14,1.2715148335203299e-14
6.36425,2.2247799769251387e-14,4.330940236977997e-15,7.2000238060222011e-15,1.4208645734483975e-14,1.691187432074106e-14,1.3209709343475529e-14,1.2330456267299228e-14
6.3645,2.2235088159613776e-14,4.0240054543444374e-15,7.3423078710381847e-15,1.3808575018163896e-14,1.7048074576257685e-14,1.4225956250896588e-14,1.2205474028731657e-14
6.36475,2.2663838573659854e-14,4.359018192823438e-15,7.1006327547505116e-15,1.3436258851197846e-14,1.6590142253050585e-14,1.4421819264050558e-14,1.2212634806839127e-14
6.365,2.2770638702124282e-14,4.8166746377214094e-15,7.2756155692905968e-15,1.3393648374531154e-14,1.6713566927879225e-14,1.425548652560797e-14,1.2307682494374795e-14
6.36525,2.3093131263003276e-14,4.7650451074366443e-15,6.9760262996564366e-15,1.3447641979215682e-14,1.7121151427718264e-14,1.3676994943907965e-14,1.2637753811467041e-14
6.3655,2.2895072011232871e-14,4.5788482619008875e-15,6.8962764397640004e-15,1.3443676606043605e-14,1.6610741168753993e-14,1.4277713562374258e-14,1.2434029218840664e-14
6.36575,2.3252574173344395e-14,4.179333671493332e-15,6.6034398730927409e-15,1.3320410840622999e-14,1.6817045438248363e-14,1.4446150435888715e-14,1.2194238769947694e-14
6.366,2.3259589097647558e-14,4.6162547132697645e-15,6.55878955024163e-15,1.3282235132734572e-14,1.6629173867880217e-14,1.4172534771707572e-14,1.1729357432851999e-14
6.36625,2.3478803444738305e-14,4.3873918863094501e-15,6.597226163811955e-15,1.2795219325710951e-14,1.6864407913783813e-14,1.4146734595294742e-14,1.2676153160618996e-14
6.3665,2.3349412780728426e-14,4.1775945508590586e-15,6.4074477421471311e-15,1.3276393046953999e-14,1.6579206235490923e-14,1.4190157633308759e-14,1.2729081469710816e-14
6.36675,2.4075475079538599e-14,3.9442886055209167e-15,5.9143540733022274e-15,1.2871426697473695e-14,1.6313458434375438e-14,1.3918175596022973e-14,1.2598075774720404e-14
6.367,2.3404398942388425e-14,4.143660392739967e-15,6.2674885947248034e-15,1.2744008746577327e-14,1.6458873650679638e-14,1.4186440687751159e-14,1.2284822551127574e-14
6.36725,2.4025623333430801e-14,4.0097084116133291e-15,5.9536399125788449e-15,1.2762444806275717e-14,1.6406933572726696e-14,1.4413690029458575e-14,1.2068913781753388e-14
6.3675,2.3854324410217975e-14,3.9762885311140286e-15,5.9470451982507983e-15,1.196028907903331e-14,1.6385696729051717e-14,1.3913112354509442e-14,1.2243331083163075e-14
6.36775,2.4355222835409144e-14,3.8860438456963429e-15,5.6504618661281062e-15,1.2201158481220428e-14,1.6372727591789941e-14,1.3977771717201602e-14,1.2138528858982577e-14
6.368,2.4241374242472676e-14,4.0586177827251548e-15,5.9525944318075264e-15,1.2275990023810225e-14,1.5983233046578062e-14,1.4779265876641975e-14,1.1977956120441327e-14
6.36825,2.4124078797053617e-14,4.2385479842475298e-15,5.721301347382516e-15,1.1616656602812208e-14,1.6154537678145413e-14,1.4175343722155092e-14,1.1993937162466857e-14
6.3685,2.430943587662749e-14,4.0625295069079668e-15,5.6201946853169464e-15,1.1935433081581085e-14,1.6271471949707659e-14,1.3984878130780828e-14,1.192319329549137e-14
6.36875,2.4522055836002402e-14,4.0959598601369948e-15,5.5442034935488988e-15,1.2139304575600855e-14,1.5478399194064461e-14,1.4456996644097252e-14,1.1986655572689491e-14
6.369,2.4492289726087563e-14,3.6377015578926098e-15,5.3838844943515857e-15,1.2118604127819e-14,1.5785274236322586e-14,1.4024833911954228e-14,1.2680165690191082e-14
6.36925,2.4820948389914241e-14,3.6450838685304497e-15,5.3093043233222283e-15,1.1050408775815374e-14,1.5997808441564792e-14,1.4468207478614569e-14,1.2644394143767109e-14
6.3695,2.5055386178494418e-14,3.9992637619426082e-15,5.1875485111786575e-15,1.1705671360984476e-14,1.5738615946898757e-14,1.4797258377358208e-14,1.2312537961113304e-14
6.36975,2.4882226257473642e-14,3.4508001767730169e-15,4.9407867155810088e-15,1.159991606203514e-14,1.5905374785526556e-14,1.4228172026289683e-14,1.2283226188073659e-14
6.37,2.5424787196685692e-14,3.6203341151063111e-15,4.8351665129577068e-15,1.0880630514659249e-14,1.5457894681714824e-14,1.4521447730762655e-14,1.2231046263898601e-14
6.37025,2.5221932224563732e-14,3.3188494746464329e-15,4.9257891755115614e-15,1.1255898430749849e-14,1.506601664373702e-14,1.4375803585979915e-14,1.2302070706552037e-14
6.3705,2.5166249883267533e-14,3.9813168097153612e-15,4.7430317242594874e-15,1.1157618403425126e-14,1.5198381730564389e-14,1.455303495711621e-14,1.2089869779701664e-14
6.37075,2.5483148700502956e-14,3.6504605980001063e-15,4.3460307283183694e-15,1.0591485152937722e-14,1.558351772902743e-14,1.4423302424552487e-14,1.247123886107654e-14
6.371,2.5914978957623342e-14,3.5402768178733479e-15,4.5589415618944798e-15,1.075944312060666e-14,1.5011544891148062e-14,1.4249504484897908e-14,1.2292640706579734e-14
6.37125,2.5392666278601033e-14,3.6461183966199642e-15,4.6327291918368105e-15,1.0815250015526333e-14,1.5374331335928939e-14,1.462589205801227e-14,1.2138952690087321e-14
6.3715,2.5519878663217086e-14,3.6000933086410773e-15,4.2134979534895711e-15,1.0630670922706328e-14,1.5462549773593206e-14,1.4680299404880619e-14,1.1952283225557425e-14
6.37175,2.5808637318702228e-14,3.7243101458641813e-15,4.3802248056660802e-15,1.0601826287417529e-14,1.5043022664553599e-14,1.4854157924808224e-14,1.2554248596648737e-14
6.372,2.5708370781496565e-14,3.6276076210314351e-15,4.2609618027065914e-15,1.0411560305648339e-14,1.5456956374736143e-14,1.4414096032177166e-14,1.2251631859001526e-14
6.37225,2.5927455274851471e-14,3.4220372168533802e-15,4.1738374899586775e-15,1.0063192637010741e-14,1.4912840650509384e-14,1.4416647158939961e-14,1.213430394032889e-14
6.3725,2.6000209181906781e-14,3.3728417810807295e-15,4.0266046894617369e-15,9.9753929114106064e-15,1.4795556120005341e-14,1.3938242760779246e-14,1.2102785181611615e-14
6.37275,2.6011703769917683e-14,3.2432095965664492e-15,4.0982074618276728e-15,1.003642342912703e-14,1.4845640594363375e-14,1.4430950328531288e-14,1.2159073923851536e-14
6.373,2.6411546019946396e-14,3.800890704381922e-15,3.8350985096573881e-15,9.6770769324819051e-15,1.488351779989061e-14,1.4157507999630514e-14,1.2313879783394739e-14
6.37325,2.6176272773390586e-14,3.5383156777992992e-15,3.6426633075202198e-15,9.6999925759512286e-15,1.4933385996037197e-14,1.4371213150696656e-14,1.244328820081326e-14
6.3735,2.6207806283914539e-14,3.219755037471843e-15,3.8271506463032051e-15,9.6080667570148436e-15,1.4773868935701191e-14,1.4249875027707947e-14,1.2516476864217074e-14
6.37375,2.6466951544559925e-14,3.0577420902881002e-15,3.465948361363407e-15,9.6083356917131213e-15,1.4356470773376894e-14,1.4608320496506845e-14,1.2237168955899531e-14
6.374,2.655452712144791e-14,3.1560356502822149e-15,3.8314590704954728e-15,9.5859636950367753e-15,1.4591299335077335e-14,1.4328370576666047e-14,1.2360883600642752e-14
6.37425,2.6590032616974101e-14,3.3692465298347284e-15,3.7722047294305615e-15,9.531514064761563e-15,1.4107096800467761e-14,1.4317638637713217e-14,1.1729909033166495e-14
6.3745,2.6846211121323934e-14,2.9482549639710639e-15,3.2909545544497982e-15,8.9649400526463231e-15,1.441194027723111e-14,1.4353066460691512e-14,1.1824905680687715e-14
6.37475,2.6963220206077946e-14,3.2590060933192238e-15,3.5077378223146639e-15,9.6063653191592675e-15,1.4188131679707206e-14,1.4450704604424573e-14,1.227737688427126e-14
6.375,2.6673663140756494e-14,2.9456704812576816e-15,3.2688998916918739e-15,8.8289985401729916e-15,1.4247923045804484e-14,1.4168573298017079e-14,1.2258232874172444e-14
6.37525,2.7031539515072538e-14,3.3532510438214919e-15,2.8599841965721675e-15,9.2265218897477794e-15,1.4090187558709358e-14,1.4394395017475831e-14,1.2350633280601743e-14
6.3755,2.6789636155825895e-14,3.0053144781555678e-15,3.547477040762985e-15,8.2512376906530356e-15,1.4184463548470071e-14,1.4369498403404694e-14,1.2267726636348909e-14
6.37575,2.6944260228514715e-14,3.4064949486386014e-15,2.8935366362422862e-15,8.6281550837347321e-15,1.346013190549223e-14,1.481898599404197e-14,1.2593787487819025e-14
6.376,2.7122829658264879e-14,3.3321814374693379e-15,3.2361431566633842e-15,7.585846746266669e-15,1.3560580368030567e-14,1.4135900841727518e-14,1.2153183324735824e-14
6.37625,2.6954764722798716e-14,3.059299417054811e-15,2.7889455843957973e-15,8.8984283092266331e-15,1.3545460801725988e-14,1.4327562406282713e-14,1.2227780982407205e-14
6.3765,2.7424124143711765e-14,2.7195618199278851e-15,3.3988544186169182e-15,8.1688038023404705e-15,1.3616792579443507e-14,1.4578645786401862e-14,1.2074257557225557e-14
6.37675,2.7128099942868278e-14,3.4850752378189892e-15,2.8609285385238989e-15,8.0370400284697575e-15,1.3731333180694873e-14,1.4604812460656667e-14,1.2716488088635613e-14
6.377,2.7191461315537087e-14,2.7483176815711104e-15,2.8587034721279163e-15,7.958751694666064e-15,1.3668205745789702e-14,1.4052899620412438e-14,1.1990949057359494e-14
6.37725,2.7108598115683947e-14,3.1132997656716866e-15,2.8997947069988525e-15,7.9232692315836817e-15,1.3720593149647169e-14,1.441928429829842e-14,1.2002867683534539e-14
6.3775,2.7226489904900236e-14,2.9685575473308409e-15,2.7608863394809465e-15,7.6755955451237395e-15,1.3288224529807883e-14,1.4276301442733053e-14,1.2212590831539904e-14
6.37775,2.7490467788864098e-14,3.1788642026350926e-15,2.8765716359354051e-15,7.6925903985547837e-15,1.2986415452831653e-14,1.4479638391839831e-14,1.2432316349654547e-14
6.378,2.719111346211571e-14,3.3479924481992666e-15,2.4698150752299826e-15,8.1971557529490193e-15,1.3225131060559105e-14,1.3902429390231606e-14,1.2286277126378149e-14
6.37825,2.8200472448115873e-14,2.8187955077376305e-15,2.5031857545677286e-15,7.55037843616396e-15,1.3083844485606799e-14,1.3759609976427595e-14,1.2431789518139677e-14
6.3785,2.8000476144220273e-14,2.8520119274786361e-15,3.0075340315191097e-15,7.3106603173846897e-15,1.2974808925816765e-14,1.3958345777861289e-14,1.2403725220218437e-14
6.37875,2.7608978126695381e-14,3.0202573612766621e-15,2.3671062368656988e-15,7.6588084977945411e-15,1.2801294271705754e-14,1.4346711959080973e-14,1.2252117221864036e-14
6.379,2.7801909415419267e-14,2.9369267199795996e-15,2.770101039463586e-15,6.9309050526509574e-15,1.2703623020787135e-14,1.4216085164051091e-14,1.2387205732940412e-14
6.37925,2.7903372734431032e-14,3.230675411334893e-15,2.2569485748142106e-15,6.8336291538903732e-15,1.2342511517778432e-14,1.4170374090866818e-14,1.2470123708322127e-14
6.3795,2.8275911782455239e-14,3.2631472956613335e-15,1.9736259190128025e-15,7.5271253446910929e-15,1.2844838645057689e-14,1.4165310769236502e-14,1.1903493575492524e-14
6.37975,2.7587910453680091e-14,2.7929162585959143e-15,2.4489009065705683e-15,6.3551770548446589e-15,1.2473102637038306e-14,1.4120866267072417e-14,1.2695094794274995e-14
6.38,2.7797214916506364e-14,3.0693771860949061e-15,2.3876271663643052e-15,7.2357316826408959e-15,1.2284985933172866e-14,1.3819129762037737e-14,1.190678451336481e-14
6.38025,2.7955592458172575e-14,3.309183132606432e-15,2.4211051585053355e-15,7.428089466080844e-15,1.2150340613664709e-14,1.4968477879733344e-14,1.2271302584168201e-14
6.3805,2.7778050729378812e-14,2.6944619811219176e-15,2.3318351859234569e-15,7.135053056100136e-15,1.2392937930135731e-14,1.39888790863587e-14,1.1865790319474723e-14
6.38075,2.806356372459416e-14,2.8798069399101057e-15,2.0752549056418246e-15,6.3804265167162853e-15,1.222979443846087e-14,1.3903452874190623e-14,1.2479467828926979e-14
6.381,2.7864085886837159e-14,3.0447679129810505e-15,2.0286169304433122e-15,7.064689438104339e-15,1.1969018146464709e-14,1.4831375063113543e-14,1.2562742312050462e-14
6.38125,2.795769160356593e-14,3.1028186117669617e-15,2.0998808095366026e-15,6.6296853187391123e-15,1.1967876201841813e-14,1.4530380403881735e-14,1.2307076165563545e-14
6.3815,2.7975283740411058e-14,2.9618119000730895e-15,1.8835064702362658e-15,6.6121606994900791e-15,1.202880209048203e-14,1.3750723234772516e-14,1.1845342731670131e-14
6.38175,2.7739779999834792e-14,3.0234083876592803e-15,1.8669166767857422e-15,5.9851396919276385e-15,1.2172566042672978e-14,1.4326513701029379e-14,1.2057555358761097e-14
6.382,2.8221062015975806e-14,3.0876926423067293e-15,1.5898258596741995e-15,6.0634857566129952e-15,1.2200279954327929e-14,1.4034222075541735e-14,1.2040117896791729e-14
6.38225,2.8408134420880192e-14,2.6733786674425669e-15,1.8513514831331253e-15,5.6144268641254402e-15,1.2076463682916079e-14,1.4028188365936319e-14,1.2601006083321043e-14
6.3825,2.8317656746526147e-14,2.4166765884079985e-15,2.0616292468702504e-15,6.4352174209438777e-15,1.1550066748027659e-14,1.381902814454153e-14,1.2222008059391457e-14
6.38275,2.8022783643496803e-14,2.479849665700467e-15,1.74515525765794e-15,5.7905938346797905e-15,1.1706084773019426e-14,1.349582579525205e-14,1.1977751166487987e-14
6.383,2.8591735876526637e-14,3.0840354297373164e-15,1.8859115998804691e-15,6.111692648768204e-15,1.1689043617133078e-14,1.4175720650460431e-14,1.2209190831976148e-14
6.38325,2.7596702125386993e-14,3.2945268736236642e-15,1.6863921667353885e-15,6.2289934312718328e-15,1.1486475021422004e-14,1.4089291026168698e-14,1.2388802414875523e-14
6.3835,2.8118127102856762e-14,2.8533586801566336e-15,1.9796924000930793e-15,5.5681918281076591e-15,1.1725331687730866e-14,1.3845272896067815e-14,1.2789638960657614e-14
6.38375,2.8608717618504299e-14,3.2179071189744607e-15,1.5252550496176521e-15,5.256559219743235e-15,1.14207353071365e-14,1.3443539038829745e-14,1.2127293186701575e-14
6.384,2.8051844428333079e-14,2.9117297036295054e-15,1.8840285508632791e-15,5.5080643900231103e-15,1.1436568415917114e-14,1.368726290571644e-14,1.1747523252614727e-14
6.38425,2.8281683552220712e-14,2.9245498432921925e-15,1.501995912771258e-15,5.9556534535685959e-15,1.0865626959686035e-14,1.379381166496491e-14,1.2206357317811583e-14
6.3845,2.8461890873727653e-14,2.7437589442598355e-15,1.5477663955080881e-15,5.4744856163920945e-15,1.1086523852588763e-14,1.4046026871591787e-14,1.1879865940193696e-14
6.38475,2.8065724511184846e-14,3.3205303590831715e-15,1.9675236452013151e-15,5.7402817739818708e-15,1.0886130391125637e-14,1.3733731348575285e-14,1.2123509309348081e-14
6.385,2.8610444580861666e-14,3.2031549429133555e-15,1.6574915236758549e-15,5.356077147425568e-15,1.1110106072203311e-14,1.3419047436711102e-14,1.2304875348632132e-14
6.38525,2.822660952406934e-14,3.0319214578730727e-15,1.6455212930124982e-15,5.0109960685859592e-15,1.1082341350612868e-14,1.4029299795834255e-14,1.1741303341255746e-14
6.3855,2.8354028159316529e-14,2.7070301831506186e-15,1.2741180895925236e-15,5.7994252511204023e-15,1.0870350269153037e-14,1.3661018082736309e-14,1.2452329728040375e-14
6.38575,2.8663699066922413e-14,2.8514981836132916e-15,1.2050519460093094e-15,5.7982372114521587e-15,1.1067049603444424e-14,1.3443321559549832e-14,1.1936150517794092e-14
6.386,2.811935400087196e-14,3.1944070635437165e-15,1.770794240225923e-15,4.8825812698680483e-15,1.0736368098079846e-14,1.3481257680288197e-14,1.2393957638513032e-14
6.38625,2.8161705275431327e-14,3.0029087189678488e-15,1.8816261101743565e-15,5.1398613165843108e-15,1.0205082221548234e-14,1.3601645090605628e-14,1.2184003754445845e-14
6.3865,2.825677327083209e-14,2.6355744326206298e-15,1.686252466639726e-15,5.5740726389223211e-15,1.0498203042708266e-14,1.3575857565338825e-14,1.2237524957650322e-14
