Physical Time (s),ew_top Monitor (W): top_cv1,ew_top Monitor (W): top_cv2,ew_top Monitor (W): top_cv3,ew_top Monitor (W): top_cv4,ew_top Monitor (W): top_cv5,ew_top Monitor (W): top_cv6,ew_top Monitor (W): top_cv7
5.97625,4.0203245091321108e-24,3.527514547620827e-24,1.5570155786450197e-23,1.7643940957642435e-24,3.2462059731076773e-24,6.0312279874014293e-23,3.1292514758846873e-23
5.9765,4.0220115399123345e-24,3.5069784565082536e-24,1.5593245231975658e-23,1.7658538795740572e-24,3.2467369443618464e-24,6.0291435680555935e-23,3.1290825334333568e-23
5.97675,4.0235922277807834e-24,3.4865214248580628e-24,1.5616667097476781e-23,1.7672316533541938e-24,3.2467765000562706e-24,6.0268655817315002e-23,3.1288744339891959e-23
5.977,4.0248403386736832e-24,3.4659340337321139e-24,1.5640318583706359e-23,1.7686588496091759e-24,3.2465229958853939e-24,6.0242212703463315e-23,3.1286145507081279e-23
5.97725,4.0250787586180932e-24,3.4454699863961123e-24,1.5663972866095188e-23,1.7699440105705146e-24,3.2462534222403531e-24,6.02141865718658e-23,3.1282970275327154e-23
5.9775,4.024527618927438e-24,3.4251665554469487e-24,1.5688126259685558e-23,1.7711592490407994e-24,3.2461256329053958e-24,6.0180792057562295e-23,3.1278963942340483e-23
5.97775,4.023947908810884e-24,3.4052200071118435e-24,1.5712581809654683e-23,1.7722857294818795e-24,3.246339082822731e-24,6.0146240382093505e-23,3.1273957430459749e-23
5.978,4.0224033822970201e-24,3.3853423875625008e-24,1.5737267012329315e-23,1.7732640186757539e-24,3.2466884066855044e-24,6.0109175865657429e-23,3.1268169821943638e-23
5.97825,4.0197573029947205e-24,3.3656905801551955e-24,1.5762807564480298e-23,1.774259988216245e-24,3.2476080710307883e-24,6.0071146859189766e-23,3.1261046602686951e-23
5.9785,4.0167070333319961e-24,3.3458559282018329e-24,1.5788124981325498e-23,1.7752262548010253e-24,3.2486346615829327e-24,6.0033219165944131e-23,3.1253172931493949e-23
5.97875,4.0126709932505412e-24,3.3260056769306522e-24,1.5813472238073501e-23,1.7761195722779763e-24,3.2497098221030391e-24,5.9996768516660132e-23,3.1244786080501758e-23
5.979,4.0085523219911048e-24,3.3060960931585724e-24,1.5838198275859622e-23,1.7769751531807047e-24,3.2506495770513301e-24,5.9963822198198298e-23,3.1235886277560527e-23
5.97925,4.0034840555571745e-24,3.2864035755202928e-24,1.586314460440573e-23,1.7779826479161773e-24,3.2515151303683157e-24,5.9932498503864196e-23,3.1226735609187025e-23
5.9795,3.998374840799277e-24,3.2664914856970273e-24,1.5887123709954264e-23,1.7791704139993847e-24,3.2521236570146401e-24,5.9904357597903821e-23,3.1218038625462248e-23
5.97975,3.9931888067943428e-24,3.2466428487064665e-24,1.5910987246434495e-23,1.7804271600802557e-24,3.2524951109456834e-24,5.9877463832690585e-23,3.1209915319971169e-23
5.98,3.9887033086740115e-24,3.2264271844554497e-24,1.5933913148767337e-23,1.781771389559786e-24,3.2524398951235707e-24,5.9852264437723251e-23,3.1202250633807258e-23
5.98025,3.9841191685901009e-24,3.2062340097300378e-24,1.5956864917044809e-23,1.7830549709906738e-24,3.2517381632415868e-24,5.9829389118508687e-23,3.1194702275916251e-23
5.9805,3.9793793410015985e-24,3.1858378303041496e-24,1.5979826336855658e-23,1.7844461313687856e-24,3.2508300954375763e-24,5.9805424247243469e-23,3.1187110552953203e-23
5.98075,3.9751946934637925e-24,3.1653293854096161e-24,1.6002940357463924e-23,1.7856820393507156e-24,3.2494513808552373e-24,5.9781477302937943e-23,3.1179341879430969e-23
5.981,3.9713243738332032e-24,3.1449151983813808e-24,1.6026837798661881e-23,1.7870161173697486e-24,3.2479751289958848e-24,5.9757136999196902e-23,3.1171197969007865e-23
5.98125,3.968470511750704e-24,3.1245134360115612e-24,1.6050832652654866e-23,1.7880455231427349e-24,3.2463664324467339e-24,5.9732757543913663e-23,3.1162591970254922e-23
5.9815,3.9655021678795634e-24,3.1041816065776973e-24,1.6074811970907133e-23,1.7893591871566078e-24,3.2451130740620344e-24,5.9707642789500891e-23,3.1153437314398888e-23
5.98175,3.962817262278684e-24,3.08430258808146e-24,1.6100131298014287e-23,1.7905153165021159e-24,3.2437596998394509e-24,5.9684526525119623e-23,3.1144070003541729e-23
5.982,3.9597998550061069e-24,3.0646596671789772e-24,1.6125577777853244e-23,1.7916057859327746e-24,3.2424243494504673e-24,5.9662680068963336e-23,3.1134505498881703e-23
5.98225,3.9568038595671767e-24,3.045217164540083e-24,1.6150644234354549e-23,1.7927015095682782e-24,3.2410631765766159e-24,5.9642881900110063e-23,3.1124842714392103e-23
5.9825,3.9545210843672735e-24,3.0259668606838518e-24,1.6175456994608544e-23,1.7942328591523718e-24,3.2403621202310889e-24,5.9622909607364483e-23,3.1115139323000468e-23
5.98275,3.9522765737795027e-24,3.0068722584448901e-24,1.6199666326274936e-23,1.7956462255250235e-24,3.2399103358042526e-24,5.9604746322518636e-23,3.1105595385926424e-23
5.983,3.9510465866689342e-24,2.988145426506467e-24,1.6224079317822671e-23,1.7974347557634468e-24,3.2397404534828394e-24,5.9587109230676206e-23,3.1096000806215955e-23
5.98325,3.9511833801939585e-24,2.9693337660839449e-24,1.6247724398445888e-23,1.7994392687267874e-24,3.2395222020901416e-24,5.9573002759136953e-23,3.1086128353572882e-23
5.9835,3.9510460544180703e-24,2.9504873233606072e-24,1.6270443393707445e-23,1.8015139885138728e-24,3.239274856350463e-24,5.9559792402915255e-23,3.1075995358526426e-23
5.98375,3.951005832803551e-24,2.9318370700850965e-24,1.6293810159423673e-23,1.8038065619060625e-24,3.2388957076017146e-24,5.9546075779534049e-23,3.1065480422440486e-23
5.984,3.9512578433551114e-24,2.9133036593719386e-24,1.6317272341108226e-23,1.8062930602685359e-24,3.2382748928328359e-24,5.9532493039995147e-23,3.1054597896903627e-23
5.98425,3.9514072303677216e-24,2.8951583926887789e-24,1.6341532691337247e-23,1.8088741081367691e-24,3.237507281292901e-24,5.951760737982978e-23,3.1043311878172847e-23
5.9845,3.9517714518194213e-24,2.8776524914357787e-24,1.636655209551685e-23,1.8112614769223621e-24,3.2360642948391041e-24,5.9504925676286644e-23,3.1031907323699556e-23
5.98475,3.9522689263440256e-24,2.860625267764584e-24,1.6392254965936777e-23,1.8135246106681151e-24,3.2343778971240931e-24,5.9490306684173862e-23,3.1020473532688158e-23
5.985,3.9514971557321766e-24,2.8437638821936297e-24,1.6419050921166169e-23,1.8159885711562112e-24,3.2329254555630311e-24,5.9471337665885354e-23,3.1009297044347798e-23
5.98525,3.9496198934955658e-24,2.8271358738158884e-24,1.6446223100583515e-23,1.8182163369172619e-24,3.2311533689093963e-24,5.9449344754830157e-23,3.099866865273079e-23
5.9855,3.9473120057304433e-24,2.810694076136555e-24,1.6473221316301806e-23,1.8204003910073598e-24,3.2296324083032605e-24,5.9422974886022218e-23,3.0988744354007434e-23
5.98575,3.9458149641405418e-24,2.7942760789057842e-24,1.6499789328313491e-23,1.8226612997518261e-24,3.2284171585391148e-24,5.9393801029189647e-23,3.0979496744828276e-23
5.986,3.9445658913242798e-24,2.7781315662694755e-24,1.6526218869052252e-23,1.8249953843066902e-24,3.2275410724708764e-24,5.9361911734463337e-23,3.097095609945084e-23
5.98625,3.9435587738767876e-24,2.7619090680919136e-24,1.6551695513104479e-23,1.8273117169883503e-24,3.2269294480702423e-24,5.9328996123162225e-23,3.0962840344070128e-23
5.9865,3.9409360608454954e-24,2.745703651493722e-24,1.6576439384302213e-23,1.8295291299433358e-24,3.2267027026715469e-24,5.929446663517183e-23,3.0955033163559158e-23
5.98675,3.9367860520333062e-24,2.729029041388338e-24,1.6599349123996672e-23,1.8319317518213075e-24,3.2269753788801515e-24,5.9259967704584646e-23,3.0947188480060679e-23
5.987,3.9331157655037153e-24,2.7120241467480922e-24,1.6620743190038776e-23,1.834406844667211e-24,3.2275205924306404e-24,5.9225681145720423e-23,3.0939112504066065e-23
5.98725,3.9299209135725885e-24,2.6945571111407995e-24,1.6641066271021984e-23,1.8370267637838098e-24,3.228220838460658e-24,5.9191577726356973e-23,3.0930751062037965e-23
5.9875,3.9258453303008142e-24,2.6768771069450985e-24,1.6660519767596416e-23,1.8397578507436222e-24,3.2288210006955563e-24,5.9158813398851803e-23,3.092216503432539e-23
5.98775,3.9204048246992695e-24,2.6589786781922377e-24,1.6679338321266994e-23,1.8427125423395534e-24,3.2296478703807702e-24,5.912637169369131e-23,3.0913439174638644e-23
5.988,3.9141340368552955e-24,2.641083736151878e-24,1.6698738890326721e-23,1.8457905818254632e-24,3.2302581250667756e-24,5.9092745599443862e-23,3.0904574197776411e-23
5.98825,3.9081822100685374e-24,2.6228179584743838e-24,1.6717488453816666e-23,1.8492974163351151e-24,3.2311736866654152e-24,5.9058864709363517e-23,3.0895607189222303e-23
5.9885,3.9026581774946464e-24,2.6045495042111922e-24,1.6737077931124466e-23,1.8527147512301037e-24,3.2315059203002365e-24,5.9024683239582573e-23,3.0886341801070843e-23
5.98875,3.8969231461366899e-24,2.5857536235429961e-24,1.6755921088864804e-23,1.8564478125761641e-24,3.2317585257870052e-24,5.8991267399163261e-23,3.0876746846262936e-23
5.989,3.8904674630851996e-24,2.567051554472711e-24,1.6775226302952948e-23,1.8599449425617376e-24,3.2313245309318841e-24,5.8958959756264767e-23,3.0866675915374195e-23
5.98925,3.8847493256546283e-24,2.5478654417274644e-24,1.6793296809663231e-23,1.8637663969699677e-24,3.2310891444408046e-24,5.8924708391958688e-23,3.085617915270629e-23
5.9895,3.8793282825496293e-24,2.5287440010139025e-24,1.6811645534027029e-23,1.8673558868683432e-24,3.2305001491695507e-24,5.8890550415101542e-23,3.0845306604399943e-23
5.98975,3.8741749346261614e-24,2.5096096723539185e-24,1.6830187158056737e-23,1.8709724983105412e-24,3.2297835864701954e-24,5.8855987676306956e-23,3.0834215923815208e-23
5.99,3.8693756294564289e-24,2.4903914148187487e-24,1.6847840184331065e-23,1.8742949845405923e-24,3.2288868520989739e-24,5.8820508326784278e-23,3.082321403477712e-23
5.99025,3.8651292633304514e-24,2.4711978295017967e-24,1.6865832255310242e-23,1.8780419485674378e-24,3.2285943955948928e-24,5.8781646349359675e-23,3.0812435224064873e-23
5.9905,3.8619229242309529e-24,2.4521080513379295e-24,1.6884390906967636e-23,1.8821277214444909e-24,3.2292497269729361e-24,5.8737847565414098e-23,3.0802196802997638e-23
5.99075,3.859519221399122e-24,2.4329035342294142e-24,1.6901684562640635e-23,1.8858992021675721e-24,3.2300022635093606e-24,5.8693475963526727e-23,3.0792775814432272e-23
5.991,3.8580910431225169e-24,2.4138787610082503e-24,1.6918826911408676e-23,1.8897479782665487e-24,3.2308776942278507e-24,5.8649546225364852e-23,3.078419785370073e-23
5.99125,3.857742359722046e-24,2.3950863058586024e-24,1.693557292414223e-23,1.8930977251866043e-24,3.2308323044817444e-24,5.8609593099508305e-23,3.0776510382022828e-23
5.9915,3.858172393200059e-24,2.376144131770587e-24,1.6951174358398997e-23,1.8966270495560585e-24,3.2307475384916444e-24,5.8569678335804302e-23,3.0768839487422843e-23
5.99175,3.8596748856115143e-24,2.3574587449283177e-24,1.6965937837523095e-23,1.9000483065166619e-24,3.230489398842723e-24,5.8531923388453954e-23,3.0761287689156813e-23
5.992,3.8619787891433035e-24,2.3390489469620716e-24,1.6980852537376232e-23,1.9037007856706476e-24,3.2296632627449317e-24,5.8494643623700656e-23,3.0753618643934202e-23
5.99225,3.8648438619592967e-24,2.3205129915856735e-24,1.6994240361046136e-23,1.9072665174735069e-24,3.2282818489121019e-24,5.8459223139185934e-23,3.0745563177669143e-23
5.9925,3.867430441463503e-24,2.3020744672725065e-24,1.7006948061771865e-23,1.9110161955524917e-24,3.2268517383389917e-24,5.842153785930483e-23,3.0737179213987173e-23
5.99275,3.8695111901079163e-24,2.2836271430557903e-24,1.7018132083975502e-23,1.9144832624190048e-24,3.2251151530504255e-24,5.8385120808495697e-23,3.0728347939104404e-23
5.993,3.8706819619831368e-24,2.2652515520980937e-24,1.7028946262945275e-23,1.9182605928121428e-24,3.2235902903845981e-24,5.8348203183486339e-23,3.0719070355115482e-23
5.99325,3.8718194956347356e-24,2.2466379218350282e-24,1.7038809063221164e-23,1.9217515026611958e-24,3.221756317168249e-24,5.8312705463413919e-23,3.070949144556152e-23
5.9935,3.8730191207217823e-24,2.2280848088100663e-24,1.7047996348674246e-23,1.9253353997659636e-24,3.2202516558054617e-24,5.8277050470757461e-23,3.0699695534406898e-23
5.99375,3.874389699343815e-24,2.2094218650464668e-24,1.7056976788287181e-23,1.9288170192545758e-24,3.2188393371285045e-24,5.8241777770546308e-23,3.068994030941625e-23
5.994,3.883001226388964e-24,2.1921585501949842e-24,1.7066646109750378e-23,1.9326338179634198e-24,3.2179818136214496e-24,5.8205274369540771e-23,3.0680370073764884e-23
5.99425,3.8823058919471225e-24,2.1737259608970647e-24,1.7077402201366616e-23,1.9364297496010603e-24,3.2174682350859859e-24,5.8169441168685656e-23,3.0670916426449331e-23
5.9945,3.875918402326479e-24,2.1546891248490328e-24,1.7088181846001541e-23,1.939965769351098e-24,3.2170206259871746e-24,5.8135288714308447e-23,3.0661653308383433e-23
5.99475,3.8702493280443712e-24,2.136296645537114e-24,1.7098601657051897e-23,1.943884261986064e-24,3.217197410860104e-24,5.8102281485233161e-23,3.0652257400197844e-23
5.995,3.8770795284117679e-24,2.1202951299942995e-24,1.7110809985811486e-23,1.9477400504846235e-24,3.2179028588104566e-24,5.8070814006939395e-23,3.0642666165786011e-23
5.99525,3.8796672953275572e-24,2.1037955401063011e-24,1.7125648392999418e-23,1.9522757384049235e-24,3.2185191335995462e-24,5.8041618140174073e-23,3.0632622521721845e-23
5.9955,3.8759360050140225e-24,2.0862875386190683e-24,1.7141117400164079e-23,1.956839950446121e-24,3.2191191521855311e-24,5.8016092793269236e-23,3.0622138506022856e-23
5.99575,3.8709538752876315e-24,2.0693262296040302e-24,1.7156525890780892e-23,1.9617912042881228e-24,3.21918442859189e-24,5.7992736111618969e-23,3.0611250158298383e-23
5.996,3.8781765428049012e-24,2.0553454742491488e-24,1.7172677113818549e-23,1.9667880595110399e-24,3.2188257064557548e-24,5.7972651682606201e-23,3.0600162753301678e-23
5.99625,3.8789951961158417e-24,2.0403708469195389e-24,1.7190196129882834e-23,1.9720382751479498e-24,3.2183210307783327e-24,5.7955112518638617e-23,3.0589010810524785e-23
5.9965,3.87448430920069e-24,2.0240378256446757e-24,1.7207557644863044e-23,1.9772279430762811e-24,3.217218956189376e-24,5.7941106488635801e-23,3.0578291687021405e-23
5.99675,3.8721733690664839e-24,2.0082265993612838e-24,1.7225433012238992e-23,1.9830098445640531e-24,3.2159038069390466e-24,5.7929987832210659e-23,3.0568095902172517e-23
5.997,3.8845494537567706e-24,1.9957536906371216e-24,1.7243141167561304e-23,1.9888802983176537e-24,3.2140194678442766e-24,5.7922165198152931e-23,3.0558617543013215e-23
5.99725,3.8873748771126321e-24,1.9821951938223467e-24,1.7262411924797693e-23,1.9948749120588311e-24,3.2119540537519335e-24,5.7914566243767955e-23,3.0549737265004522e-23
5.9975,3.881364554217701e-24,1.9666990187398863e-24,1.728156689235464e-23,2.0011550884284474e-24,3.2098901288991356e-24,5.7907642893627712e-23,3.0541516009419775e-23
5.99775,3.8741511214410321e-24,1.9515404468590744e-24,1.7299941405225502e-23,2.0074675675614213e-24,3.2074346043463999e-24,5.7900460886608184e-23,3.0533882309787441e-23
5.998,3.8845305046390384e-24,1.9402557028840807e-24,1.731867899502736e-23,2.0137869100808152e-24,3.2046319733749354e-24,5.7892900581859787e-23,3.0526662723555555e-23
5.99825,3.8872469004241997e-24,1.9267704361961038e-24,1.7338001951363131e-23,2.0202693959139965e-24,3.2015842533437074e-24,5.7884133406348395e-23,3.0519435784926674e-23
5.9985,3.8803636620396327e-24,1.9111742599781632e-24,1.7357839731848925e-23,2.0267094026200559e-24,3.1985203874057469e-24,5.7873633801817766e-23,3.0512140889078595e-23
5.99875,3.8736342282555357e-24,1.8960708752647247e-24,1.7377763645031982e-23,2.0333089751848026e-24,3.1950152485858247e-24,5.7861845383073706e-23,3.0504607258628523e-23
5.999,3.8708910203020036e-24,1.882029413868811e-24,1.7395906340252309e-23,2.0397532990386254e-24,3.1910997422969139e-24,5.7848502048957545e-23,3.0496707227588195e-23
5.99925,3.8851175519005459e-24,1.8724777668519196e-24,1.7415318781737726e-23,2.046397260529367e-24,3.18699505440812e-24,5.783253313997665e-23,3.0488694257051859e-23
5.9995,3.8851076787783801e-24,1.8590338024088002e-24,1.7435215920910083e-23,2.052964515697628e-24,3.1827477483286239e-24,5.7812872263331619e-23,3.0480316177791406e-23
5.99975,3.8703609477537377e-24,1.8426714437424385e-24,1.7456137058389402e-23,2.0596006304904243e-24,3.178471277316891e-24,5.7790506104815258e-23,3.0471884220448696e-23
6.0,3.8560005541733884e-24,1.8271473284464353e-24,1.7475888821887293e-23,2.0663162104405667e-24,3.1741616719018715e-24,5.7765476792949602e-23,3.0463551510299331e-23
6.00025,3.8660989221737317e-24,1.817642839566874e-24,1.7495491263322835e-23,2.0726930775738996e-24,3.1699716918504238e-24,5.7738345097989125e-23,3.045543529321918e-23
6.0005,3.8661125732977447e-24,1.8062472776359609e-24,1.7517311215193283e-23,2.0795680528298157e-24,3.1665071799777203e-24,5.770837834053836e-23,3.0447419486663697e-23
6.00075,3.8549116771132906e-24,1.7919090814905804e-24,1.7538890375510429e-23,2.0865269821391187e-24,3.1636007644955851e-24,5.7677980126809315e-23,3.0439543635869857e-23
6.001,3.8432815769147605e-24,1.7779436288722491e-24,1.7559652900204577e-23,2.0933132272473218e-24,3.1610776680793069e-24,5.7647667561761404e-23,3.0431603010910287e-23
6.00125,3.8373009773804432e-24,1.76581410170333e-24,1.7579149997393972e-23,2.1004415798386528e-24,3.1595230589063325e-24,5.7616332892595824e-23,3.0423713257861855e-23
6.0015,3.8541269144511636e-24,1.7595468222714629e-24,1.7599289560548925e-23,2.1078774717107915e-24,3.1584179026906473e-24,5.7585674896393382e-23,3.041566872389923e-23
6.00175,3.8550377933851314e-24,1.7482703953773358e-24,1.7617648705138102e-23,2.1154487935203226e-24,3.1579840693483379e-24,5.7555665370548969e-23,3.0407233496830809e-23
6.002,3.8413229093576075e-24,1.7329643030423174e-24,1.7635035329930672e-23,2.1231673875140392e-24,3.1579023678944907e-24,5.7526402472972024e-23,3.0398619060812221e-23
6.00225,3.8288009253712965e-24,1.7185030352963554e-24,1.7650580562837627e-23,2.1311479882384633e-24,3.1578093331837097e-24,5.7497913695268875e-23,3.03899765317488e-23
6.0025,3.8416203253311856e-24,1.7106670103682884e-24,1.7663533512084698e-23,2.1392357874879552e-24,3.1576873612172053e-24,5.7469836006095307e-23,3.0381475443669892e-23
6.00275,3.8371849938429846e-24,1.6994224622406811e-24,1.7676790819203004e-23,2.1478917911022524e-24,3.1580015819913704e-24,5.7440469312824216e-23,3.0373213160277685e-23
6.003,3.8175736019075292e-24,1.6842290468659128e-24,1.768863422434867e-23,2.1567675847020883e-24,3.1582136941809116e-24,5.7411750785567226e-23,3.0365342979275605e-23
6.00325,3.8008968420293991e-24,1.6687663187520211e-24,1.7699853091745875e-23,2.1661875083702834e-24,3.1592861126976082e-24,5.7381405948994407e-23,3.0357924404746174e-23
6.0035,3.7949411227045343e-24,1.6551072585806377e-24,1.7710112382262774e-23,2.1756284458892944e-24,3.1609589910735498e-24,5.7349899656818195e-23,3.03509070887651e-23
6.00375,3.8146772849334785e-24,1.6475210167240806e-24,1.7720885023091677e-23,2.1851876838929412e-24,3.1630974375157873e-24,5.7318191785638415e-23,3.0344370752134643e-23
6.004,3.8084654151645995e-24,1.6349460401602301e-24,1.7733296341554517e-23,2.1954642162014085e-24,3.1657029071896222e-24,5.7286649923266622e-23,3.0337919605362609e-23
6.00425,3.7816837214755032e-24,1.6184451097064999e-24,1.7745725617639566e-23,2.205360235477739e-24,3.1683628119227223e-24,5.7254022459162273e-23,3.0331540980246579e-23
6.0045,3.758028307450889e-24,1.6036865202445156e-24,1.7758587242322698e-23,2.2158426205622742e-24,3.1711303406978209e-24,5.7221835320984535e-23,3.0325134112879859e-23
6.00475,3.7717052678547257e-24,1.5964862594340949e-24,1.7770403099768189e-23,2.2260290917223075e-24,3.1740731429430616e-24,5.7189361856190611e-23,3.031855677125981e-23
6.005,3.7676065819393391e-24,1.5863570287921674e-24,1.7784076820691868e-23,2.2368182511316199e-24,3.1772652405027865e-24,5.7156502266831161e-23,3.0311419738327286e-23
6.00525,3.7492938486642696e-24,1.5724349953617884e-24,1.7798162974195419e-23,2.2480127503718855e-24,3.1808593377188246e-24,5.7123393576551627e-23,3.0303739908802016e-23
6.0055,3.734471131715272e-24,1.5587103537295981e-24,1.7811725854975602e-23,2.259155995813648e-24,3.184586350535849e-24,5.7089380117476854e-23,3.0295584190110901e-23
6.00575,3.752227351586228e-24,1.5530119745109203e-24,1.7824791194537645e-23,2.2708867641000703e-24,3.1885189228637594e-24,5.7055972270449326e-23,3.0286971789633192e-23
6.006,3.7473612242629028e-24,1.5430009905970663e-24,1.7839202144783023e-23,2.2831204495196415e-24,3.192226956973953e-24,5.7022024714746294e-23,3.0277800619653241e-23
6.00625,3.7240508691431201e-24,1.5295188427091285e-24,1.7854295027851787e-23,2.2952085998802157e-24,3.1962373439885953e-24,5.6987907754385991e-23,3.0268274616501661e-23
6.0065,3.7020405037126718e-24,1.5165995610023695e-24,1.7869501632177662e-23,2.3073656212409674e-24,3.2000151724578943e-24,5.6955067448279514e-23,3.0258411123996485e-23
6.00675,3.717382306680068e-24,1.5115191236346138e-24,1.7884907596875292e-23,2.3200459528524461e-24,3.2039457620962182e-24,5.6922861201156911e-23,3.0248343243856249e-23
6.007,3.7148618566766411e-24,1.5020648554272114e-24,1.79016668439022e-23,2.3328628562597455e-24,3.2079119862037737e-24,5.6891245854679368e-23,3.0237897514365858e-23
6.00725,3.6963351612185005e-24,1.4884583106108703e-24,1.7917731469255803e-23,2.3456477466639981e-24,3.2118417694106246e-24,5.6859684460317505e-23,3.0227257149556943e-23
6.0075,3.6751838417464287e-24,1.4758657523936333e-24,1.7934024970000951e-23,2.3582305636629258e-24,3.2155965036851608e-24,5.6827737742359328e-23,3.0216601096956349e-23
6.00775,3.6835367822199646e-24,1.4714888301705743e-24,1.7951220388237173e-23,2.3714048135483036e-24,3.2194548026913412e-24,5.6795566567941232e-23,3.0206192143395394e-23
6.008,3.6696623256373556e-24,1.4630556198050906e-24,1.7969730841825937e-23,2.3842613121744238e-24,3.2232438741102187e-24,5.6762165304848311e-23,3.019603342196532e-23
6.00825,3.6458618361525751e-24,1.4503302531590201e-24,1.7987833972732257e-23,2.3974435271534763e-24,3.2269153153874302e-24,5.6727280211440171e-23,3.018660251101635e-23
6.0085,3.62816649364234e-24,1.4379773331612886e-24,1.8005523777443744e-23,2.4113478883731859e-24,3.2308394974580853e-24,5.6690214940322933e-23,3.0178072793721994e-23
6.00875,3.6411846920103861e-24,1.4346829944697424e-24,1.8023902997779043e-23,2.4252085291857283e-24,3.2347526023452995e-24,5.6651965431989285e-23,3.017074855534703e-23
6.009,3.6316234574293324e-24,1.4265985784685539e-24,1.8043100080271454e-23,2.4396779891684387e-24,3.2388425715722308e-24,5.6612632950349431e-23,3.016452776036813e-23
6.00925,3.6082982040387846e-24,1.4139965924143832e-24,1.8060972940238447e-23,2.4544908756502532e-24,3.243857840975449e-24,5.6571138148428458e-23,3.0159631497479394e-23
6.0095,3.5903307043277313e-24,1.401780914906401e-24,1.807852181313059e-23,2.4701167552230457e-24,3.2484983487380876e-24,5.6530438891716371e-23,3.0155973896563866e-23
6.00975,3.6073793745090513e-24,1.3978018084480524e-24,1.8095415284567673e-23,2.4854824622770038e-24,3.2530241989606457e-24,5.649100426491737e-23,3.0153513607827293e-23
6.01,3.6072800594994887e-24,1.3888074429857807e-24,1.8113329838287873e-23,2.5017374777080705e-24,3.2580214829840711e-24,5.6451610592699054e-23,3.0151713295848065e-23
6.01025,3.5879169954156359e-24,1.3746125864509727e-24,1.8130310142896394e-23,2.5175741883974109e-24,3.2631037363594082e-24,5.641372345731473e-23,3.0150391042554145e-23
6.0105,3.5683469215966243e-24,1.3607819523270567e-24,1.8147042549627384e-23,2.5334921294831776e-24,3.2680936902947994e-24,5.6377540779576131e-23,3.0149052044588629e-23
6.01075,3.5830250879003935e-24,1.3555217216991077e-24,1.8164378447396284e-23,2.5496535083755957e-24,3.2731608451727823e-24,5.6342478595519911e-23,3.014754565608668e-23
6.011,3.5824204738839779e-24,1.3460791119567337e-24,1.8183913507478118e-23,2.5662513921614466e-24,3.2777305063967784e-24,5.6308494343144404e-23,3.0145502024591041e-23
6.01125,3.5695310307394097e-24,1.3324400036494921e-24,1.8204355320553754e-23,2.5837492143478667e-24,3.2816582915251033e-24,5.6275624556737674e-23,3.0142987927924796e-23
6.0115,3.558866898739252e-24,1.3191673191911879e-24,1.8223681185100735e-23,2.6002483695927918e-24,3.2851858224272141e-24,5.6242600106902202e-23,3.013999528565815e-23
6.01175,3.580120160880674e-24,1.3140887527287481e-24,1.8244349338439157e-23,2.6174614551232191e-24,3.2880523877811166e-24,5.6210629356694262e-23,3.0136482082296173e-23
6.012,3.5842124164348915e-24,1.3054366202797839e-24,1.826529848657666e-23,2.6336505471295518e-24,3.2907466361564291e-24,5.6178685740600791e-23,3.0132390025868614e-23
6.01225,3.5715524784042143e-24,1.2928337832560747e-24,1.8286009338660542e-23,2.6501710935839337e-24,3.2929680108665625e-24,5.6146835807118231e-23,3.0127641284667894e-23
6.0125,3.5636900069402871e-24,1.2808773234559038e-24,1.8306308126844157e-23,2.6666168935804726e-24,3.2951871127384146e-24,5.6115451605853693e-23,3.0122129864452759e-23
6.01275,3.5894100248357499e-24,1.2768285317133327e-24,1.832445588397873e-23,2.6825138380490361e-24,3.2973007084114096e-24,5.6084255952650663e-23,3.0115951404127494e-23
6.013,3.5984277090627068e-24,1.2687818702094159e-24,1.8343585712112764e-23,2.698626180593186e-24,3.2999521203900323e-24,5.6051761639417438e-23,3.0109332499768359e-23
6.01325,3.5909682188700538e-24,1.2563931268610353e-24,1.836071844045435e-23,2.714304389190823e-24,3.3026749970745753e-24,5.6020127797649513e-23,3.0102584646491743e-23
6.0135,3.5858882537445559e-24,1.2442063709945055e-24,1.8374913576759106e-23,2.7293872427988204e-24,3.3051374090038682e-24,5.5990934790114967e-23,3.0095923704225726e-23
6.01375,3.6108978584227283e-24,1.2399827206722383e-24,1.8386038631118105e-23,2.7434462214499505e-24,3.3074542585955035e-24,5.5963282506449872e-23,3.0089433909546753e-23
6.014,3.6186344680930155e-24,1.230717363682821e-24,1.8396715920653766e-23,2.7574666312026118e-24,3.3100806817617332e-24,5.5936527214148184e-23,3.0083268671969046e-23
6.01425,3.6132183781660632e-24,1.216651375161004e-24,1.8403554144265487e-23,2.7711355535229775e-24,3.3129030676367737e-24,5.5910446073296692e-23,3.0077291423735068e-23
6.0145,3.6097208878920578e-24,1.203588127084234e-24,1.8408991927343976e-23,2.7844313709030813e-24,3.315507093314366e-24,5.5885811425836456e-23,3.0071678441120051e-23
6.01475,3.6328360688158045e-24,1.1983079581579351e-24,1.8413106065720982e-23,2.797511542874962e-24,3.3179133070592865e-24,5.5862277153943135e-23,3.0066007243206395e-23
6.015,3.6385090230587495e-24,1.1892704286371676e-24,1.8416206591102008e-23,2.8103230190524814e-24,3.3200110125794416e-24,5.5840014935074216e-23,3.0059989151567054e-23
6.01525,3.6322816622813077e-24,1.1760811086103268e-24,1.8418897456037128e-23,2.8229878137935127e-24,3.32188348440513e-24,5.5819133356658314e-23,3.0053737605807258e-23
