Physical Time (s),ew_right Monitor (W): right_cv1,ew_right Monitor (W): right_cv2,ew_right Monitor (W): right_cv3,ew_right Monitor (W): right_cv4,ew_right Monitor (W): right_cv5,ew_right Monitor (W): right_cv6,ew_right Monitor (W): right_cv7
6.171,2.3203145531875858e-17,1.5517775793068499e-17,4.4067963478468077e-16,5.8687843170312599e-15,2.2766671551012965e-14,2.2215410158669061e-15,6.2806309157858377e-16
6.17125,2.329610036485839e-17,1.5690566378109873e-17,4.4407644800649456e-16,5.8505163250272229e-15,2.2500439253404484e-14,2.2306126693587469e-15,6.2687171595328551e-16
6.1715,2.3373575543379004e-17,1.5827165113921448e-17,4.4761508995497139e-16,5.8316909976046622e-15,2.2236690184290445e-14,2.2403252132324234e-15,6.2580373240113665e-16
6.17175,2.3415744410201518e-17,1.5933170693982102e-17,4.5133120712001769e-16,5.812680090506524e-15,2.1973435215700541e-14,2.250466654998417e-15,6.2485680051059007e-16
6.172,2.3361347169881232e-17,1.6008613031805995e-17,4.5518130566927038e-16,5.7939860185500114e-15,2.1710066968779438e-14,2.260227492678696e-15,6.2400800867984524e-16
6.17225,2.3214281539783578e-17,1.605019800719605e-17,4.5911331281114101e-16,5.7758503927208673e-15,2.1457199126970467e-14,2.2691178504279954e-15,6.2319698768581096e-16
6.1725,2.2990356548538696e-17,1.6079837149803529e-17,4.6304087313880592e-16,5.7580324470694967e-15,2.1231917425619e-14,2.2773257446541826e-15,6.2234859389348138e-16
6.17275,2.2751015152806972e-17,1.6104614846706454e-17,4.6703573388372225e-16,5.7408048557281254e-15,2.1031442537987712e-14,2.2851588220084608e-15,6.2145244656956965e-16
6.173,2.2550202314602528e-17,1.6164740722659236e-17,4.7113942454584243e-16,5.7241954385421577e-15,2.0847949349975746e-14,2.2929899808251357e-15,6.2052638735291571e-16
6.17325,2.242024704393747e-17,1.6292237618900955e-17,4.7549949925434099e-16,5.7080804953431933e-15,2.0677687657084957e-14,2.3010914491990078e-15,6.1935158827450187e-16
6.1735,2.2322648335353048e-17,1.6475460911301278e-17,4.802142387064101e-16,5.6926045974340581e-15,2.0511490393827689e-14,2.3096168503746376e-15,6.1800663724073472e-16
6.17375,2.2231382354266339e-17,1.672838299649867e-17,4.8528293096759542e-16,5.6781991213294555e-15,2.0340073799321915e-14,2.3184228363628611e-15,6.1670007457721515e-16
6.174,2.2167202382580994e-17,1.6945562639259034e-17,4.905709491798528e-16,5.6647433291089532e-15,2.0159611136017682e-14,2.3272388894081182e-15,6.1558169317547746e-16
6.17425,2.2134537271433085e-17,1.7089993418280161e-17,4.9590770233484273e-16,5.652121051633857e-15,1.9982476191560144e-14,2.3357874221792295e-15,6.1461107858871526e-16
6.1745,2.210256544425636e-17,1.7146476992457529e-17,5.012843990996429e-16,5.6401253061860954e-15,1.9810822746900523e-14,2.3440431105016039e-15,6.1369560806896346e-16
6.17475,2.1979426490694987e-17,1.7143735814148996e-17,5.0662989895673927e-16,5.6290783649809149e-15,1.9639782882733555e-14,2.3520506477787625e-15,6.1275890709597446e-16
6.175,2.1791497114392344e-17,1.7173627949668229e-17,5.1187706464697339e-16,5.6192722627652761e-15,1.9463898253024275e-14,2.3599592375270267e-15,6.1170688433191597e-16
6.17525,2.1601304546360869e-17,1.723924890739408e-17,5.171766580302631e-16,5.6107590912588507e-15,1.928790864335838e-14,2.367835626829173e-15,6.1050482064174957e-16
6.1755,2.1454460184685774e-17,1.7325334532043598e-17,5.2260494915395156e-16,5.603942913064112e-15,1.9106853309336499e-14,2.3758698115848288e-15,6.0916661614961589e-16
6.17575,2.1356546204819911e-17,1.7407207662254236e-17,5.2818163496177036e-16,5.5985562890696773e-15,1.8917003297091643e-14,2.3841651964337511e-15,6.0764316858290829e-16
6.176,2.124666893047683e-17,1.7494373653348577e-17,5.3385854949881105e-16,5.5940183579173429e-15,1.8726938430399344e-14,2.392733160932118e-15,6.0596920264608127e-16
6.17625,2.1053801397880162e-17,1.7623305967736182e-17,5.3947394960895982e-16,5.58959260714475e-15,1.8538288699766634e-14,2.4013833153600083e-15,6.0420624151650788e-16
6.1765,2.0785594202738773e-17,1.7808318302266513e-17,5.4501827571227084e-16,5.5852960350896818e-15,1.8347110203294203e-14,2.409988711969309e-15,6.0241636505942972e-16
6.17675,2.0614095477573316e-17,1.7992329465632612e-17,5.5052329152382981e-16,5.5815674900291983e-15,1.8152068422386529e-14,2.4184418665363859e-15,6.0067645153890194e-16
6.177,2.0578852811375482e-17,1.8125427642293475e-17,5.5607055857607952e-16,5.5784184689770706e-15,1.7955768298283686e-14,2.4267258692982489e-15,5.9907051555853935e-16
6.17725,2.0580899885022751e-17,1.8174543662017973e-17,5.616856606229079e-16,5.5758842599158579e-15,1.7757326021748302e-14,2.4350491006168736e-15,5.9762000491397022e-16
6.1775,2.055691164567265e-17,1.8186361546362856e-17,5.673579254771435e-16,5.5742536068102547e-15,1.7556872191400808e-14,2.4436985389749006e-15,5.9630450345847145e-16
6.17775,2.0499302379141819e-17,1.8184813520056681e-17,5.7318602030525178e-16,5.5736417443216807e-15,1.7357412378879477e-14,2.4527514897935571e-15,5.9506328771452486e-16
6.178,2.0404387289730711e-17,1.8182234073019058e-17,5.7916199540672876e-16,5.5742154255878261e-15,1.7165303109179467e-14,2.4621475963389364e-15,5.9381590661443776e-16
6.17825,2.0244652172329327e-17,1.8225766560974966e-17,5.8509935489304772e-16,5.5758036087087575e-15,1.6980218997524547e-14,2.4718337829699543e-15,5.9244898962187607e-16
6.1785,2.003211694110794e-17,1.8323720376023924e-17,5.90891186386979e-16,5.5778014859144181e-15,1.679889107022895e-14,2.4816202297816329e-15,5.908842227983449e-16
6.17875,1.9816601396556193e-17,1.8483256525884179e-17,5.9641949358105669e-16,5.5801410737605668e-15,1.6621820098293782e-14,2.4912139128081951e-15,5.8914992371929826e-16
6.179,1.9662595798912882e-17,1.8583537098062555e-17,6.0169085380186116e-16,5.5828884108879282e-15,1.6451468469192046e-14,2.5004910620311491e-15,5.8739007009153001e-16
6.17925,1.9517444226922733e-17,1.8619476796100782e-17,6.067602715325949e-16,5.5861292054087602e-15,1.6286919471799553e-14,2.5096350673080054e-15,5.8574729256944165e-16
6.1795,1.9363843761361255e-17,1.8607360135855354e-17,6.1166012227195327e-16,5.5897951815123776e-15,1.6127893084131186e-14,2.5189015680860133e-15,5.842521879279585e-16
6.17975,1.9257265417279152e-17,1.853431307575341e-17,6.1652321515536125e-16,5.5941605717407802e-15,1.5973278261365143e-14,2.5287591301311981e-15,5.8286595744170691e-16
6.18,1.9220956979493497e-17,1.8454683570903779e-17,6.212415766167884e-16,5.5994285837364426e-15,1.5826470363293755e-14,2.5390492972640113e-15,5.815289510111407e-16
6.18025,1.9235154550771395e-17,1.8434572213808115e-17,6.2568850285315606e-16,5.6054320087836062e-15,1.5685457643693413e-14,2.5493961144615447e-15,5.8019788252617729e-16
6.1805,1.9182655755192637e-17,1.8455908914728423e-17,6.2979651789512597e-16,5.6118784791802831e-15,1.5546554987820769e-14,2.559641580698039e-15,5.7881082863076188e-16
6.18075,1.9042306203984284e-17,1.8584363861224252e-17,6.3349583338350065e-16,5.618875988120461e-15,1.5408219947097684e-14,2.5694912910843071e-15,5.773419888093585e-16
6.181,1.8813586326262098e-17,1.8716465419658003e-17,6.3682836239002819e-16,5.6266364057633721e-15,1.5269851558160568e-14,2.5788372763386717e-15,5.758085847171373e-16
6.18125,1.8549788558213651e-17,1.8815227989321061e-17,6.4003848452354549e-16,5.6347036775561704e-15,1.5133256053061415e-14,2.5879612833873373e-15,5.7422505834951629e-16
6.1815,1.8335562441721859e-17,1.8842625444804855e-17,6.4316450551743099e-16,5.6423918943306667e-15,1.4997914052257768e-14,2.5973325648816597e-15,5.7262487593171339e-16
6.18175,1.8228138308622529e-17,1.8789488076327254e-17,6.4639118977193954e-16,5.6501928779231611e-15,1.4865661975066394e-14,2.6071334912057285e-15,5.7100534912636685e-16
6.182,1.8178063297718233e-17,1.8694436205848713e-17,6.4948066469772273e-16,5.6580043305343105e-15,1.473456745307522e-14,2.617347855218947e-15,5.6937602278962567e-16
6.18225,1.8065187442667981e-17,1.8558000395172209e-17,6.521431496117558e-16,5.6657588686218815e-15,1.460473787957879e-14,2.6278559840030542e-15,5.677544364463599e-16
6.1825,1.7886542589062008e-17,1.8446283771909324e-17,6.5433380427195547e-16,5.6735491191228319e-15,1.4475088158351438e-14,2.6385256518562267e-15,5.6615792285311593e-16
6.18275,1.7750167628826304e-17,1.8400518439714052e-17,6.5627128281256353e-16,5.6812827376115179e-15,1.4338369204388085e-14,2.6492264648080462e-15,5.645648249415862e-16
6.183,1.7644977077896793e-17,1.8421361505479911e-17,6.5792152486308074e-16,5.6888058160024767e-15,1.4190644523274203e-14,2.6598594677834802e-15,5.6303052849192929e-16
6.18325,1.7674233659030987e-17,1.8439501669625614e-17,6.5915819240698361e-16,5.6959951354254259e-15,1.4030102939006296e-14,2.6706617839441952e-15,5.6151856084366521e-16
6.1835,1.7753745754184921e-17,1.8453765514674191e-17,6.6011270752895957e-16,5.7026830637697541e-15,1.3859248308697283e-14,2.681748456745997e-15,5.5997102543241304e-16
6.18375,1.7797729192103298e-17,1.8463826071880024e-17,6.6071548748357674e-16,5.7089783411103417e-15,1.3685649979736614e-14,2.6930583789121674e-15,5.5834045103613255e-16
6.184,1.7690804574781958e-17,1.8467010836260217e-17,6.6099382775011123e-16,5.7148179862094819e-15,1.3518308585150795e-14,2.7044097896955598e-15,5.5660829079283814e-16
6.18425,1.7386314234178204e-17,1.8497419097092254e-17,6.6104686204008437e-16,5.7201412403332129e-15,1.3362316138450392e-14,2.7155839008335033e-15,5.5482334639889907e-16
6.1845,1.7000145870098249e-17,1.8548720513885616e-17,6.6090484597667061e-16,5.7249898313330471e-15,1.3218015283535653e-14,2.7264996312408976e-15,5.5300268752002506e-16
6.18475,1.6637453848640212e-17,1.8620224513801864e-17,6.6075737521033555e-16,5.7297663351381215e-15,1.3081980456094556e-14,2.7371763450625116e-15,5.5121255507628134e-16
6.185,1.6408619241197204e-17,1.8697356818495344e-17,6.6045635126884426e-16,5.7348655804181287e-15,1.2951006431273638e-14,2.7477127673617491e-15,5.4949876375625663e-16
6.18525,1.634403682022729e-17,1.8717912193840166e-17,6.5983383949231586e-16,5.7404072204718179e-15,1.2821902332907808e-14,2.7582267373994641e-15,5.4789673431891099e-16
6.1855,1.6404863011431417e-17,1.8681661110261961e-17,6.5886994149786395e-16,5.7461249754702213e-15,1.2692857341220665e-14,2.7687866703910632e-15,5.4641036420061369e-16
6.18575,1.6484354824318208e-17,1.862984788555464e-17,6.5757600552726463e-16,5.7517089517022221e-15,1.2564556457945121e-14,2.7793109428931257e-15,5.4504860705378941e-16
6.186,1.6490008327017703e-17,1.8546725071947774e-17,6.5598977684451642e-16,5.7570988881425022e-15,1.2438857250500142e-14,2.7897612463030826e-15,5.437479068948854e-16
6.18625,1.6433974981386875e-17,1.852111521834098e-17,6.5404740119710779e-16,5.7620694514389488e-15,1.2317997219091462e-14,2.8002266598097882e-15,5.4246737606713977e-16
6.1865,1.6297815671840225e-17,1.8522642631576636e-17,6.5190008384714564e-16,5.7664938582352271e-15,1.2203126933282483e-14,2.8107364891999982e-15,5.410772741103918e-16
6.18675,1.613579888712245e-17,1.8555802161045874e-17,6.4950694327503172e-16,5.7701636822282646e-15,1.2094900716858313e-14,2.8212680973772557e-15,5.3962041325084699e-16
6.187,1.6000667642345077e-17,1.8591966844989356e-17,6.4678735774457596e-16,5.772310783318371e-15,1.1993084691027021e-14,2.8316788746584955e-15,5.3807450752842657e-16
6.18725,1.5862459637810848e-17,1.8579116473168069e-17,6.4387535457952784e-16,5.773079651163926e-15,1.189652642170864e-14,2.8419405409376484e-15,5.3646837108672247e-16
6.1875,1.5658429275702612e-17,1.8559855287410822e-17,6.4093224900685344e-16,5.7727271859203356e-15,1.1804667223497437e-14,2.8522184623685674e-15,5.3484640771279263e-16
6.18775,1.5365724004933261e-17,1.8601193414170422e-17,6.3803520900496427e-16,5.7713106305524687e-15,1.1715975314081853e-14,2.8626595088958952e-15,5.3329144811185607e-16
6.188,1.5102195872609233e-17,1.8717051995213191e-17,6.351891474795352e-16,5.7693950374327377e-15,1.1628591860631528e-14,2.8732283628406805e-15,5.3181048900066111e-16
6.18825,1.4911360606192256e-17,1.8836060522213626e-17,6.3236627539836138e-16,5.767699956550754e-15,1.1540812676119804e-14,2.8838006732401207e-15,5.3030786877908029e-16
6.1885,1.4778112464567241e-17,1.8838225164567331e-17,6.2926049318043977e-16,5.7659834272161462e-15,1.1452672629618047e-14,2.8940683213959726e-15,5.2873737089718597e-16
6.18875,1.466683580376148e-17,1.8790509207296412e-17,6.2595067902181802e-16,5.764517651030099e-15,1.1364797443126189e-14,2.9041115899905892e-15,5.2717371905186321e-16
6.189,1.4667366051697797e-17,1.8678042782336116e-17,6.2226843375810608e-16,5.7631145299713658e-15,1.1277891577483721e-14,2.9140231935452456e-15,5.2561884185235324e-16
6.18925,1.4731755454498232e-17,1.8526258515625204e-17,6.1822053190308465e-16,5.7620873644578548e-15,1.1192595667129872e-14,2.9241099603656336e-15,5.2405404211742116e-16
6.1895,1.4777572687162485e-17,1.841519034533019e-17,6.1398762415658648e-16,5.7611224276375087e-15,1.1110336719591801e-14,2.934383535710919e-15,5.224999695450518e-16
6.18975,1.4750148379439936e-17,1.8373376828791877e-17,6.0963942999178627e-16,5.7598582145499959e-15,1.1032135161794116e-14,2.944666347926332e-15,5.2091538192591095e-16
6.19,1.464330252224694e-17,1.8419641625808391e-17,6.0530514468324085e-16,5.758143107505324e-15,1.0957765180836451e-14,2.9548092838853692e-15,5.1928122855572545e-16
6.19025,1.4442425554013745e-17,1.8501549287940328e-17,6.0075924463844963e-16,5.7553445966717289e-15,1.0886213949072975e-14,2.964461863763646e-15,5.1763309774288655e-16
6.1905,1.4232283595648271e-17,1.8511668108646053e-17,5.9594573749487864e-16,5.7518236174993107e-15,1.0816017046422551e-14,2.9736365002277719e-15,5.1602805533028401e-16
6.19075,1.4007991545581084e-17,1.8441210335110462e-17,5.9091692511562621e-16,5.7484846877890602e-15,1.0746831125875569e-14,2.9824913890080025e-15,5.1453293641919663e-16
6.191,1.3768264024351854e-17,1.8347587369237222e-17,5.8590307998540011e-16,5.746141734319118e-15,1.0678346068940946e-14,2.9909274860678395e-15,5.1319677720215119e-16
6.19125,1.3559107363237249e-17,1.8250109027331015e-17,5.8114311605539792e-16,5.7443334361001132e-15,1.0612027144912154e-14,2.9989837338132122e-15,5.1197142774951735e-16
6.1915,1.3447609394390709e-17,1.8196248402555193e-17,5.7673421513892199e-16,5.7419441121970546e-15,1.0548188588595964e-14,3.0069837219179164e-15,5.1080585491534198e-16
6.19175,1.3425930563739266e-17,1.817897048459462e-17,5.7251695745201708e-16,5.7384731762478065e-15,1.0488444420360816e-14,3.0152847699131104e-15,5.095858334308271e-16
6.192,1.3409413823619032e-17,1.8182534744289252e-17,5.6835222346412484e-16,5.7338597413392149e-15,1.0434603148645272e-14,3.024039024138057e-15,5.0825384013227425e-16
6.19225,1.3389226762888091e-17,1.8226560046255792e-17,5.6390456174019572e-16,5.7283392155443137e-15,1.0386091656987028e-14,3.0329960415872135e-15,5.068196427090142e-16
6.1925,1.3307593165220618e-17,1.8332539765683252e-17,5.5916770418917996e-16,5.7233867897810342e-15,1.0341721810235708e-14,3.0421304005305984e-15,5.0528526667098572e-16
6.19275,1.3206283649559059e-17,1.8441336486692359e-17,5.5437720796744156e-16,5.7196218564234783e-15,1.0299640662957578e-14,3.0514280025017926e-15,5.0367824055281317e-16
6.193,1.3026494410373283e-17,1.8442650175435902e-17,5.4964022453670668e-16,5.7162721150235078e-15,1.0258033879838472e-14,3.0610026490304037e-15,5.0205322509478061e-16
6.19325,1.2818251760215581e-17,1.842174879247117e-17,5.4515077386469855e-16,5.7125537432864161e-15,1.0216261501007818e-14,3.070750309628656e-15,5.0047847488520218e-16
6.1935,1.2671623742740266e-17,1.8383372515639533e-17,5.4107952219931038e-16,5.7079095611583533e-15,1.0175179525238779e-14,3.0806369420219614e-15,4.9890282690732305e-16
6.19375,1.2597452396652926e-17,1.831892402176375e-17,5.3739707819183925e-16,5.702086817535982e-15,1.0136530629180304e-14,3.0907116892950682e-15,4.9737662223834847e-16
6.194,1.2550610074408892e-17,1.82125642808618e-17,5.3380103987792429e-16,5.695699388094254e-15,1.0101094490609413e-14,3.1008950247162795e-15,4.9593490871640346e-16
6.19425,1.2482522931438263e-17,1.8134787886811183e-17,5.3007768186747274e-16,5.6899838921490049e-15,1.0068082264723961e-14,3.1110359424606651e-15,4.9455283357985641e-16
6.1945,1.2390894098757091e-17,1.8140899483374465e-17,5.2623490609814416e-16,5.6851475588699324e-15,1.0036571888290722e-14,3.1209594853566293e-15,4.9315101701207173e-16
6.19475,1.2286527188527009e-17,1.8237726735472727e-17,5.223359194504483e-16,5.6806439587237312e-15,1.0006165443989288e-14,3.1305940515362864e-15,4.9170405873413496e-16
6.195,1.2134253767833373e-17,1.836116587793006e-17,5.1857455656282056e-16,5.6763565655981818e-15,9.9761637265127805e-15,3.140015454235321e-15,4.902709418633506e-16
6.19525,1.1949183630990929e-17,1.8467030875640843e-17,5.1495570763318898e-16,5.6716570456527399e-15,9.9464528284651757e-15,3.1493279036702525e-15,4.8881035083105834e-16
6.1955,1.1797891683005196e-17,1.8623421861778372e-17,5.1146440080893843e-16,5.6661558115129513e-15,9.9173307698262041e-15,3.1586674777186152e-15,4.872778951867489e-16
6.19575,1.1664664217414628e-17,1.8781382900943912e-17,5.0815554070369674e-16,5.6598533057995658e-15,9.8887552906923653e-15,3.1681540180951353e-15,4.85700215538958e-16
6.196,1.1571201928403253e-17,1.8913111176418992e-17,5.0509219687629411e-16,5.6532902920887309e-15,9.8607997458295587e-15,3.1779473086856804e-15,4.8409388608286752e-16
6.19625,1.1565706785708466e-17,1.8997557263377513e-17,5.022798554595363e-16,5.646525340485431e-15,9.833714340765682e-15,3.1879029381104098e-15,4.8239644931404389e-16
6.1965,1.159464964745478e-17,1.9041380799507447e-17,4.9970343476172386e-16,5.6393432185646613e-15,9.807786325772585e-15,3.1977514312119239e-15,4.8058097544473082e-16
6.19675,1.1564871958485823e-17,1.9137674072574319e-17,4.9725786548109699e-16,5.6321346692565051e-15,9.7831092409689001e-15,3.2072841159065092e-15,4.7869596871481444e-16
6.197,1.1480644424367503e-17,1.9272088439720603e-17,4.9487163437934119e-16,5.6256774617782684e-15,9.7598969042475084e-15,3.2162919937288032e-15,4.7674267350392553e-16
6.19725,1.1347648157557371e-17,1.9386244542278892e-17,4.9248620916924164e-16,5.6199332327853811e-15,9.7381044984604403e-15,3.2247883170019345e-15,4.7481225131754612e-16
6.1975,1.1191911669805597e-17,1.947660080431657e-17,4.8996487466434322e-16,5.6145812442585429e-15,9.7176685322064221e-15,3.2329028163637342e-15,4.7293946825839485e-16
6.19775,1.1032894252659371e-17,1.9557579994726723e-17,4.873953543132062e-16,5.6093728098730078e-15,9.6980591879155437e-15,3.2409155711632344e-15,4.7112934432797092e-16
6.198,1.0943453858306066e-17,1.9668325346534976e-17,4.8487665361034511e-16,5.6040797928439881e-15,9.6792694235167846e-15,3.2489872428284589e-15,4.6929512346323638e-16
6.19825,1.0882005722573897e-17,1.9854791644027214e-17,4.825607836691709e-16,5.598727701087865e-15,9.661270191136381e-15,3.25701868805701e-15,4.6740359156046006e-16
6.1985,1.0833534182795458e-17,2.0017771862653837e-17,4.8059443399115732e-16,5.5927827940673246e-15,9.6443882129343457e-15,3.2648213726338597e-15,4.6549170041789846e-16
6.19875,1.079719116984761e-17,2.01533390596653e-17,4.7897598812955644e-16,5.5861355618654893e-15,9.6285659053902962e-15,3.2724252712593757e-15,4.6354707205053599e-16
6.199,1.0751865454360991e-17,2.0275973542539662e-17,4.7760479438788272e-16,5.5792428690863324e-15,9.6134268906900082e-15,3.2797956773266511e-15,4.6154122282433334e-16
6.19925,1.0717497374129472e-17,2.0372686911247113e-17,4.7638675204248467e-16,5.5728882047455474e-15,9.5992759270871398e-15,3.2867918393537714e-15,4.5948766511586653e-16
6.1995,1.0698462416160807e-17,2.0472961562598613e-17,4.7530080967006712e-16,5.5671861599437206e-15,9.5865172373040512e-15,3.2934194423935893e-15,4.574314855797427e-16
6.19975,1.0654388269159902e-17,2.0596363832630569e-17,4.7416433794545812e-16,5.5614865118698033e-15,9.5750525943068236e-15,3.2997646842229193e-15,4.554159337498697e-16
6.2,1.057113799442113e-17,2.0778666628711612e-17,4.729001549148985e-16,5.5554647954854749e-15,9.5644868475947117e-15,3.3057993108842897e-15,4.5336609223062651e-16
6.20025,1.0447467137791806e-17,2.1000402170328493e-17,4.7158380814781787e-16,5.549406788808593e-15,9.5543311135433492e-15,3.3115639497533822e-15,4.5122311264924725e-16
6.2005,1.028635384148794e-17,2.1220846769941857e-17,4.7044474796412231e-16,5.5434425896279491e-15,9.544484117773964e-15,3.3172741862871713e-15,4.4903468574857877e-16
6.20075,1.0104866885097617e-17,2.1438260385175243e-17,4.6961753817127209e-16,5.5378335017745849e-15,9.5352182856015615e-15,3.3228096413858497e-15,4.4677440331436602e-16
6.201,9.9713745827473644e-18,2.166317831257523e-17,4.6914725396199941e-16,5.5328129888694277e-15,9.5268316013245297e-15,3.3279880839890884e-15,4.4443010942797722e-16
6.20125,9.9331021490874701e-18,2.1867955824442066e-17,4.6890499615303418e-16,5.5284233491193466e-15,9.5193547623484921e-15,3.3327073521943753e-15,4.4202968452735307e-16
6.2015,9.9883472699872084e-18,2.2060117844028023e-17,4.6874513560988243e-16,5.5247174033684353e-15,9.5135005873031429e-15,3.3370054453617663e-15,4.3965979896167304e-16
6.20175,1.0070884223974879e-17,2.2219789980379367e-17,4.6861146106289607e-16,5.5218050545252491e-15,9.5093516967424433e-15,3.3408382577074049e-15,4.3747376881433151e-16
6.202,1.0138612816198194e-17,2.2318622723102612e-17,4.6845966612945267e-16,5.5193293605465061e-15,9.5063936974604023e-15,3.3442440496320514e-15,4.3554004159058938e-16
6.20225,1.0144038240986945e-17,2.2469692635927647e-17,4.6835363844905828e-16,5.5172804767568961e-15,9.5040543756766094e-15,3.3474320382399658e-15,4.3380199869861498e-16
6.2025,1.0080181736870582e-17,2.2692079892845455e-17,4.683125614851299e-16,5.5154066087712135e-15,9.5018447449260574e-15,3.3508191481370088e-15,4.3219180811737566e-16
6.20275,9.9297261557998717e-18,2.2939194787879684e-17,4.6824127438965463e-16,5.5137406697929021e-15,9.4996947836723371e-15,3.3546474691348324e-15,4.3066847634584052e-16
6.203,9.785252234037682e-18,2.3152671676858855e-17,4.681957325351389e-16,5.5121414764983263e-15,9.4974855075215636e-15,3.3589324576643366e-15,4.2917130396734986e-16
6.20325,9.6670928998109059e-18,2.3246357131151211e-17,4.6823864162064525e-16,5.5107080101472373e-15,9.4953315451414389e-15,3.3633375538196258e-15,4.2769820501365958e-16
6.2035,9.5654436705719819e-18,2.3299460073512634e-17,4.6854574841830516e-16,5.5097013295593046e-15,9.4935056946935306e-15,3.3676714183124533e-15,4.2624210128483463e-16
6.20375,9.486446066005386e-18,2.3397583917677879e-17,4.6914911864099964e-16,5.5096452026899581e-15,9.4922083126297491e-15,3.3717903197115201e-15,4.2482323283310941e-16
6.204,9.4324424829764687e-18,2.3574965519609594e-17,4.6992721757925541e-16,5.5104519347471999e-15,9.4923103553167219e-15,3.3755528435850057e-15,4.2347988261781978e-16
6.20425,9.3721927378629745e-18,2.3791258745075861e-17,4.707563854166882e-16,5.5119737361838519e-15,9.4939991373601924e-15,3.3791941769093294e-15,4.2222108926252514e-16
6.2045,9.3084122423399028e-18,2.400906927943827e-17,4.715637715032367e-16,5.5139922945906599e-15,9.4973762815417841e-15,3.3829097815512745e-15,4.2100355729712227e-16
6.20475,9.259666282920409e-18,2.4249506116152595e-17,4.7225088410493236e-16,5.5164773098223199e-15,9.5020195855125314e-15,3.3868750874887595e-15,4.1981103593950033e-16
6.205,9.2412301019067579e-18,2.4441846268211714e-17,4.7278467028570216e-16,5.5198844435634268e-15,9.5080341576129977e-15,3.3911773634507112e-15,4.186098007492626e-16
6.20525,9.2582202885339434e-18,2.4541968733810735e-17,4.7331794782137409e-16,5.5245572023969583e-15,9.5150674059354477e-15,3.3958137099042295e-15,4.1739802607361376e-16
6.2055,9.2475456273609303e-18,2.4565176437276507e-17,4.7391479546579531e-16,5.5305469148314375e-15,9.5225232619584247e-15,3.4004343473216152e-15,4.1617411683441963e-16
6.20575,9.232690339876335e-18,2.456260339479049e-17,4.7455848788813203e-16,5.5372273542633261e-15,9.5298542516540513e-15,3.4048540695246192e-15,4.1493730736116392e-16
6.206,9.1783047784081788e-18,2.4525463945937868e-17,4.7529697188922366e-16,5.5442918034630407e-15,9.5374232216118729e-15,3.4091133570657325e-15,4.1368570908376143e-16
6.20625,9.0441159482402886e-18,2.4582988170537774e-17,4.7607027508901468e-16,5.5511687645964859e-15,9.5458335237714873e-15,3.4133987955372814e-15,4.1243223856330761e-16
6.2065,8.8733748401712763e-18,2.4752258032624199e-17,4.7684657715015939e-16,5.5583890263096473e-15,9.5549994797852801e-15,3.417668420416773e-15,4.1120753903820154e-16
6.20675,8.6892758955100527e-18,2.4950887548996216e-17,4.7761031264245776e-16,5.5663359576193436e-15,9.5647373904289808e-15,3.4220357557736251e-15,4.0999285134581304e-16
6.207,8.5280626346020859e-18,2.5084917309392357e-17,4.7827415594011623e-16,5.5750622812163075e-15,9.575200386411582e-15,3.4265773385068151e-15,4.0879196453090827e-16
6.20725,8.4060556556700528e-18,2.5155263412874789e-17,4.7885751032080933e-16,5.5842138414176353e-15,9.5863013326522042e-15,3.4313827023505646e-15,4.0747825137320882e-16
6.2075,8.3295162955947016e-18,2.5177823881391761e-17,4.7940436143668064e-16,5.5933922249740019e-15,9.5982139257178637e-15,3.4364625808862373e-15,4.0610564710192777e-16
6.20775,8.3154376656864195e-18,2.514844528668178e-17,4.8005647002600835e-16,5.6025958486921845e-15,9.6100979847671331e-15,3.4418047399053406e-15,4.0472315712296287e-16
6.208,8.3368586104454326e-18,2.5052917756751585e-17,4.8077133196500408e-16,5.6120225153269927e-15,9.6212141559794852e-15,3.447157464034444e-15,4.0341046580732035e-16
6.20825,8.3599518336290137e-18,2.4987415714199926e-17,4.8149330544276372e-16,5.6220940370437799e-15,9.6316718977399003e-15,3.4524070360133961e-15,4.0220987532250794e-16
6.2085,8.3915598589090766e-18,2.5005132972106178e-17,4.8214043085569192e-16,5.6326966671179551e-15,9.6417453375373784e-15,3.4575212142891543e-15,4.0114078830293527e-16
6.20875,8.399311570393859e-18,2.5116915379017839e-17,4.8271727176929252e-16,5.6438794288095448e-15,9.6519902736408424e-15,3.4627671258541019e-15,4.0015990548325185e-16
6.209,8.3592854570487039e-18,2.5280907772757457e-17,4.832626472679334e-16,5.6553854035642272e-15,9.6625793427015641e-15,3.4682003571888174e-15,3.9923351031125152e-16
6.20925,8.2598694537935777e-18,2.5448031207059826e-17,4.8379299235240351e-16,5.6672922341402728e-15,9.6735347380217348e-15,3.4739418674629285e-15,3.9835053737914218e-16
6.2095,8.1262525167853382e-18,2.555992836752781e-17,4.8437621175811447e-16,5.6797709287831468e-15,9.6849328991000024e-15,3.4799449143137299e-15,3.9749921001174081e-16
6.20975,8.055238195659665e-18,2.5605652541545121e-17,4.8500515803519583e-16,5.6923972339671749e-15,9.697100540878203e-15,3.4862734843020552e-15,3.9668508850582575e-16
6.21,8.0201309257857484e-18,2.5613186964558816e-17,4.8565411338787267e-16,5.7049617960988083e-15,9.7097257099914717e-15,3.4927036170790566e-15,3.9588261707558648e-16
