Physical Time (s),theta_vol Monitor (kg-m/s^3): cv1,theta_vol Monitor (kg-m/s^3): cv2,theta_vol Monitor (kg-m/s^3): cv3,theta_vol Monitor (kg-m/s^3): cv4,theta_vol Monitor (kg-m/s^3): cv5,theta_vol Monitor (kg-m/s^3): cv6,theta_vol Monitor (kg-m/s^3): cv7
0.48452631,0,0,0,0,0,0,0
0.48457695,0,0,0,0,0,0,0
0.48462758,0,0,0,0,0,0,0
0.48467822,0,0,0,0,0,0,0
0.48472886,0,0,0,0,0,0,0
0.48477949,0,0,0,0,0,0,0
0.48483013,0,0,0,0,0,0,0
0.48488076,0,0,0,0,0,0,0
0.48493139,0,0,0,0,0,0,0
0.48498203,0,0,0,0,0,0,0
0.48503266,0,0,0,0,0,0,0
0.4850833,0,0,0,0,0,0,0
0.48513394,0,0,0,0,0,0,0
0.48518457,0,0,0,0,0,0,0
0.48523521,0,0,0,0,0,0,0
0.48528584,0,0,0,0,0,0,0
0.48533647,0,0,0,0,0,0,0
0.48538711,0,0,0,0,0,0,0
0.48543774,0,0,0,0,0,0,0
0.48548838,0,0,0,0,0,0,0
0.48553901,0,0,0,0,0,0,0
0.48558965,0,0,0,0,0,0,0
0.48564029,0,0,0,0,0,0,0
0.48569092,0,0,0,0,0,0,0
0.48574155,0,0,0,0,0,0,0
0.48579219,0,0,0,0,0,0,0
0.48584282,0,0,0,0,0,0,0
0.48589346,0,0,0,0,0,0,0
0.48594409,0,0,0,0,0,0,0
0.48599473,0,0,0,0,0,0,0
0.48604537,0,0,0,0,0,0,0
0.486096,0,0,0,0,0,0,0
0.48614663,0,0,0,0,0,0,0
0.48619727,0,0,0,0,0,0,0
0.4862479,0,0,0,0,0,0,0
0.48629854,0,0,0,0,0,0,0
0.48634917,0,0,0,0,0,0,0
0.48639981,0,0,0,0,0,0,0
0.48645045,0,0,0,0,0,0,0
0.48650108,0,0,0,0,0,0,0
0.48655171,0,0,0,0,0,0,0
0.48660235,0,0,0,0,0,0,0
0.48665298,0,0,0,0,0,0,0
0.48670362,0,0,0,0,0,0,0
0.48675425,0,0,0,0,0,0,0
0.48680489,0,0,0,0,0,0,0
0.48685553,0,0,0,0,0,0,0
0.48690616,0,0,0,0,0,0,0
0.48695679,0,0,0,0,0,0,0
0.48700743,0,0,0,0,0,0,0
0.48705806,0,0,0,0,0,0,0
0.4871087,0,0,0,0,0,0,0
0.48715933,0,0,0,0,0,0,0
0.48720997,0,0,0,0,0,0,0
0.48726061,0,0,0,0,0,0,0
0.48731124,0,0,0,0,0,0,0
0.48736187,0,0,0,0,0,0,0
0.48741251,0,0,0,0,0,0,0
0.48746314,0,0,0,0,0,0,0
0.48751378,0,0,0,0,0,0,0
0.48756441,0,0,0,0,0,0,0
0.48761505,0,0,0,0,0,0,0
0.48766569,0,0,0,0,0,0,0
0.48771632,0,0,0,0,0,0,0
0.48776696,0,0,0,0,0,0,0
0.48781759,0,0,0,0,0,0,0
0.48786822,0,0,0,0,0,0,0
0.48791886,0,0,0,0,0,0,0
0.48796949,0,0,0,0,0,0,0
0.48802013,0,0,0,0,0,0,0
0.48807076,0,0,0,0,0,0,0
0.4881214,0,0,0,0,0,0,0
0.48817204,0,0,0,0,0,0,0
0.48822267,0,0,0,0,0,0,0
0.4882733,0,0,0,0,0,0,0
0.48832394,0,0,0,0,0,0,0
0.48837457,0,0,0,0,0,0,0
0.48842521,0,0,0,0,0,0,0
0.48847584,0,0,0,0,0,0,0
0.48852648,0,0,0,0,0,0,0
0.48857712,0,0,0,0,0,0,0
0.48862775,0,0,0,0,0,0,0
0.48867838,0,0,0,0,0,0,0
0.48872902,0,0,0,0,0,0,0
0.48877965,0,0,0,0,0,0,0
0.48883029,0,0,0,0,0,0,0
0.48888092,0,0,0,0,0,0,0
0.48893156,0,0,0,0,0,0,0
0.4889822,0,0,0,0,0,0,0
0.48903283,0,0,0,0,0,0,0
0.48908346,0,0,0,0,0,0,0
0.4891341,0,0,0,0,0,0,0
0.48918473,0,0,0,0,0,0,0
0.48923537,0,0,0,0,0,0,0
0.489286,0,0,0,0,0,0,0
0.48933664,0,0,0,0,0,0,0
0.48938728,0,0,0,0,0,0,0
0.48943791,0,0,0,0,0,0,0
0.48948854,0,0,0,0,0,0,0
0.48953918,0,0,0,0,0,0,0
0.48958981,0,0,0,0,0,0,0
0.48964045,0,0,0,0,0,0,0
0.48969108,0,0,0,0,0,0,0
0.48974172,0,0,0,0,0,0,0
0.48979236,0,0,0,0,0,0,0
0.48984299,0,0,0,0,0,0,0
0.48989362,0,0,0,0,0,0,0
0.48994426,0,0,0,0,0,0,0
0.48999489,0,0,0,0,0,0,0
0.49004553,0,0,0,0,0,0,0
0.49009616,0,0,0,0,0,0,0
0.4901468,0,0,0,0,0,0,0
0.49019744,0,0,0,0,0,0,0
0.49024807,0,0,0,0,0,0,0
0.49029871,0,0,0,0,0,0,0
0.49034934,0,0,0,0,0,0,0
0.49039997,0,0,0,0,0,0,0
0.49045061,0,0,0,0,0,0,0
0.49050124,0,0,0,0,0,0,0
0.49055188,0,0,0,0,0,0,0
0.49060251,0,0,0,0,0,0,0
0.49065315,0,0,0,0,0,0,0
0.49070379,0,0,0,0,0,0,0
0.49075442,0,0,0,0,0,0,0
0.49080505,0,0,0,0,0,0,0
0.49085569,0,0,0,0,0,0,0
0.49090632,0,0,0,0,0,0,0
0.49095696,0,0,0,0,0,0,0
0.49100759,0,0,0,0,0,0,0
0.49105823,0,0,0,0,0,0,0
0.49110887,0,0,0,0,0,0,0
0.4911595,0,0,0,0,0,0,0
0.49121013,0,0,0,0,0,0,0
0.49126077,0,0,0,0,0,0,0
0.4913114,0,0,0,0,0,0,0
0.49136204,0,0,0,0,0,0,0
0.49141267,0,0,0,0,0,0,0
0.49146331,0,0,0,0,0,0,0
0.49151395,0,0,0,0,0,0,0
0.49156458,0,0,0,0,0,0,0
0.49161521,0,0,0,0,0,0,0
0.49166585,0,0,0,0,0,0,0
0.49171648,0,0,0,0,0,0,0
0.49176712,0,0,0,0,0,0,0
0.49181775,0,0,0,0,0,0,0
0.49186839,0,0,0,0,0,0,0
0.49191903,0,0,0,0,0,0,0
0.49196966,0,0,0,0,0,0,0
0.49202029,0,0,0,0,0,0,0
0.49207093,0,0,0,0,0,0,0
0.49212156,0,0,0,0,0,0,0
0.4921722,0,0,0,0,0,0,0
0.49222283,0,0,0,0,0,0,0
0.49227347,0,0,0,0,0,0,0
0.49232411,0,0,0,0,0,0,0
0.49237474,0,0,0,0,0,0,0
0.49242537,0,0,0,0,0,0,0
0.49247601,0,0,0,0,0,0,0
0.49252664,0,0,0,0,0,0,0
0.49257728,0,0,0,0,0,0,0
0.49262791,0,0,0,0,0,0,0
0.49267855,0,0,0,0,0,0,0
0.49272919,0,0,0,0,0,0,0
0.49277982,0,0,0,0,0,0,0
0.49283046,0,0,0,0,0,0,0
0.49288109,0,0,0,0,0,0,0
0.49293172,0,0,0,0,0,0,0
0.49298236,0,0,0,0,0,0,0
0.49303299,0,0,0,0,0,0,0
0.49308363,0,0,0,0,0,0,0
0.49313427,0,0,0,0,0,0,0
0.4931849,0,0,0,0,0,0,0
0.49323554,0,0,0,0,0,0,0
0.49328617,0,0,0,0,0,0,0
0.4933368,0,0,0,0,0,0,0
0.49338744,0,0,0,0,0,0,0
0.49343807,0,0,0,0,0,0,0
0.49348871,0,0,0,0,0,0,0
0.49353934,0,0,0,0,0,0,0
0.49358998,0,0,0,0,0,0,0
0.49364062,0,0,0,0,0,0,0
0.49369125,0,0,0,0,0,0,0
0.49374188,0,0,0,0,0,0,0
0.49379252,0,0,0,0,0,0,0
0.49384315,0,0,0,0,0,0,0
0.49389379,0,0,0,0,0,0,0
0.49394442,0,0,0,0,0,0,0
0.49399506,0,0,0,0,0,0,0
0.4940457,0,0,0,0,0,0,0
0.49409633,0,0,0,0,0,0,0
0.49414696,0,0,0,0,0,0,0
0.4941976,0,0,0,0,0,0,0
0.49424823,0,0,0,0,0,0,0
0.49429887,0,0,0,0,0,0,0
0.4943495,0,0,0,0,0,0,0
0.49440014,0,0,0,0,0,0,0
0.49445078,0,0,0,0,0,0,0
0.49450141,0,0,0,0,0,0,0
0.49455204,0,0,0,0,0,0,0
0.49460268,0,0,0,0,0,0,0
0.49465331,0,0,0,0,0,0,0
0.49470395,0,0,0,0,0,0,0
0.49475458,0,0,0,0,0,0,0
0.49480522,0,0,0,0,0,0,0
0.49485586,0,0,0,0,0,0,0
0.49490649,0,0,0,0,0,0,0
0.49495712,0,0,0,0,0,0,0
0.49500776,0,0,0,0,0,0,0
0.49505839,0,0,0,0,0,0,0
0.49510903,0,0,0,0,0,0,0
0.49515966,0,0,0,0,0,0,0
0.4952103,0,0,0,0,0,0,0
0.49526094,0,0,0,0,0,0,0
0.49531157,0,0,0,0,0,0,0
0.4953622,0,0,0,0,0,0,0
0.49541284,0,0,0,0,0,0,0
0.49546347,0,0,0,0,0,0,0
0.49551411,0,0,0,0,0,0,0
0.49556474,0,0,0,0,0,0,0
0.49561538,0,0,0,0,0,0,0
0.49566602,0,0,0,0,0,0,0
0.49571665,0,0,0,0,0,0,0
0.49576729,0,0,0,0,0,0,0
0.49581792,0,0,0,0,0,0,0
0.49586855,0,0,0,0,0,0,0
0.49591919,0,0,0,0,0,0,0
0.49596982,0,0,0,0,0,0,0
0.49602046,0,0,0,0,0,0,0
0.49607109,0,0,0,0,0,0,0
0.49612173,0,0,0,0,0,0,0
0.49617237,0,0,0,0,0,0,0
0.496223,0,0,0,0,0,0,0
0.49627363,0,0,0,0,0,0,0
0.49632427,0,0,0,0,0,0,0
0.4963749,0,0,0,0,0,0,0
0.49642554,0,0,0,0,0,0,0
0.49647617,0,0,0,0,0,0,0
0.49652681,0,0,0,0,0,0,0
0.49657745,0,0,0,0,0,0,0
0.49662808,0,0,0,0,0,0,0
0.49667871,0,0,0,0,0,0,0
0.49672935,0,0,0,0,0,0,0
0.49677998,0,0,0,0,0,0,0
0.49683062,0,0,0,0,0,0,0
0.49688125,0,0,0,0,0,0,0
0.49693189,0,0,0,0,0,0,0
0.49698253,0,0,0,0,0,0,0
0.49703316,0,0,0,0,0,0,0
0.49708379,0,0,0,0,0,0,0
0.49713443,0,0,0,0,0,0,0
0.49718506,0,0,0,0,0,0,0
0.4972357,0,0,0,0,0,0,0
0.49728633,0,0,0,0,0,0,0
0.49733697,0,0,0,0,0,0,0
0.49738761,0,0,0,0,0,0,0
0.49743824,0,0,0,0,0,0,0
0.49748887,0,0,0,0,0,0,0
0.49753951,0,0,0,0,0,0,0
0.49759014,0,0,0,0,0,0,0
0.49764078,0,0,0,0,0,0,0
0.49769141,0,0,0,0,0,0,0
0.49774205,0,0,0,0,0,0,0
0.49779269,0,0,0,0,0,0,0
0.49784332,0,0,0,0,0,0,0
0.49789395,0,0,0,0,0,0,0
0.49794459,0,0,0,0,0,0,0
0.49799522,0,0,0,0,0,0,0
0.49804586,0,0,0,0,0,0,0
0.49809649,0,0,0,0,0,0,0
0.49814713,0,0,0,0,0,0,0
0.49819777,0,0,0,0,0,0,0
0.4982484,0,0,0,0,0,0,0
0.49829904,0,0,0,0,0,0,0
0.49834967,0,0,0,0,0,0,0
0.4984003,0,0,0,0,0,0,0
0.49845094,0,0,0,0,0,0,0
0.49850157,0,0,0,0,0,0,0
0.49855221,0,0,0,0,0,0,0
0.49860284,0,0,0,0,0,0,0
0.49865348,0,0,0,0,0,0,0
0.49870412,0,0,0,0,0,0,0
0.49875475,0,0,0,0,0,0,0
0.49880538,0,0,0,0,0,0,0
0.49885602,0,0,0,0,0,0,0
0.49890665,0,0,0,0,0,0,0
0.49895729,0,0,0,0,0,0,0
0.49900792,0,0,0,0,0,0,0
0.49905856,0,0,0,0,0,0,0
0.4991092,0,0,0,0,0,0,0
0.49915983,0,0,0,0,0,0,0
0.49921046,0,0,0,0,0,0,0
0.4992611,0,0,0,0,0,0,0
0.49931173,0,0,0,0,0,0,0
0.49936237,0,0,0,0,0,0,0
0.499413,0,0,0,0,0,0,0
0.49946364,0,0,0,0,0,0,0
0.49951428,0,0,0,0,0,0,0
0.49956491,0,0,0,0,0,0,0
0.49961554,0,0,0,0,0,0,0
0.49966618,0,0,0,0,0,0,0
0.49971681,0,0,0,0,0,0,0
0.49976745,0,0,0,0,0,0,0
0.49981808,0,0,0,0,0,0,0
0.49986872,0,0,0,0,0,0,0
0.49991936,0,0,0,0,0,0,0
0.49996999,0,0,0,0,0,0,0
0.50002062,0,0,0,0,0,0,0
0.50007126,0,0,0,0,0,0,0
0.5001219,0,0,0,0,0,0,0
0.50017253,0,0,0,0,0,0,0
0.50022316,0,0,0,0,0,0,0
0.5002738,0,0,0,0,0,0,0
0.50032444,0,0,0,0,0,0,0
0.50037507,0,0,0,0,0,0,0
0.5004257,0,0,0,0,0,0,0
0.50047634,0,0,0,0,0,0,0
0.50052697,0,0,0,0,0,0,0
0.50057761,0,0,0,0,0,0,0
0.50062825,0,0,0,0,0,0,0
0.50067888,0,0,0,0,0,0,0
0.50072951,0,0,0,0,0,0,0
0.50078015,0,0,0,0,0,0,0
0.50083079,0,0,0,0,0,0,0
0.50088142,0,0,0,0,0,0,0
0.50093206,0,0,0,0,0,0,0
0.50098269,0,0,0,0,0,0,0
0.50103332,0,0,0,0,0,0,0
0.50108396,0,0,0,0,0,0,0
0.5011346,0,0,0,0,0,0,0
0.50118523,0,0,0,0,0,0,0
0.50123586,0,0,0,0,0,0,0
0.5012865,0,0,0,0,0,0,0
0.50133713,0,0,0,0,0,0,0
0.50138777,0,0,0,0,0,0,0
0.50143841,0,0,0,0,0,0,0
0.50148904,0,0,0,0,0,0,0
0.50153967,0,0,0,0,0,0,0
0.50159031,0,0,0,0,0,0,0
0.50164095,0,0,0,0,0,0,0
0.50169158,0,0,0,0,0,0,0
0.50174221,0,0,0,0,0,0,0
0.50179285,0,0,0,0,0,0,0
0.50184348,0,0,0,0,0,0,0
0.50189412,0,0,0,0,0,0,0
0.50194476,0,0,0,0,0,0,0
0.50199539,0,0,0,0,0,0,0
0.50204602,0,0,0,0,0,0,0
0.50209666,0,0,0,0,0,0,0
0.50214729,0,0,0,0,0,0,0
0.50219793,0,0,0,0,0,0,0
0.50224857,0,0,0,0,0,0,0
0.5022992,0,0,0,0,0,0,0
0.50234983,0,0,0,0,0,0,0
0.50240047,0,0,0,0,0,0,0
0.50245111,0,0,0,0,0,0,0
0.50250174,0,0,0,0,0,0,0
0.50255237,0,0,0,0,0,0,0
0.50260301,0,0,0,0,0,0,0
0.50265364,0,0,0,0,0,0,0
0.50270428,0,0,0,0,0,0,0
0.50275492,0,0,0,0,0,0,0
0.50280555,0,0,0,0,0,0,0
0.50285618,0,0,0,0,0,0,0
0.50290682,0,0,0,0,0,0,0
0.50295745,0,0,0,0,0,0,0
0.50300809,0,0,0,0,0,0,0
0.50305873,0,0,0,0,0,0,0
0.50310936,0,0,0,0,0,0,0
0.50315999,0,0,0,0,0,0,0
0.50321063,0,0,0,0,0,0,0
0.50326127,0,0,0,0,0,0,0
0.5033119,0,0,0,0,0,0,0
0.50336253,0,0,0,0,0,0,0
0.50341317,0,0,0,0,0,0,0
0.5034638,0,0,0,0,0,0,0
0.50351444,0,0,0,0,0,0,0
0.50356508,0,0,0,0,0,0,0
0.50361571,0,0,0,0,0,0,0
0.50366634,0,0,0,0,0,0,0
0.50371698,0,0,0,0,0,0,0
0.50376762,0,0,0,0,0,0,0
0.50381825,0,0,0,0,0,0,0
0.50386889,0,0,0,0,0,0,0
0.50391952,0,0,0,0,0,0,0
0.50397015,0,0,0,0,0,0,0
0.50402079,0,0,0,0,0,0,0
0.50407143,0,0,0,0,0,0,0
0.50412206,0,0,0,0,0,0,0
0.50417269,0,0,0,0,0,0,0
0.50422333,0,0,0,0,0,0,0
0.50427396,0,0,0,0,0,0,0
0.5043246,0,0,0,0,0,0,0
0.50437524,0,0,0,0,0,0,0
0.50442587,0,0,0,0,0,0,0
0.5044765,0,0,0,0,0,0,0
0.50452714,0,0,0,0,0,0,0
0.50457778,0,0,0,0,0,0,0
0.50462841,0,0,0,0,0,0,0
0.50467904,0,0,0,0,0,0,0
0.50472968,0,0,0,0,0,0,0
0.50478031,0,0,0,0,0,0,0
0.50483095,0,0,0,0,0,0,0
0.50488159,0,0,0,0,0,0,0
0.50493222,0,0,0,0,0,0,0
0.50498285,0,0,0,0,0,0,0
0.50503349,0,0,0,0,0,0,0
0.50508412,0,0,0,0,0,0,0
0.50513476,0,0,0,0,0,0,0
0.5051854,0,0,0,0,0,0,0
0.50523603,0,0,0,0,0,0,0
0.50528666,0,0,0,0,0,0,0
0.5053373,0,0,0,0,0,0,0
0.50538794,0,0,0,0,0,0,0
0.50543857,0,0,0,0,0,0,0
0.5054892,0,0,0,0,0,0,0
0.50553984,0,0,0,0,0,0,0
0.50559047,0,0,0,0,0,0,0
0.50564111,0,0,0,0,0,0,0
0.50569175,0,0,0,0,0,0,0
0.50574238,0,0,0,0,0,0,0
0.50579301,0,0,0,0,0,0,0
0.50584365,0,0,0,0,0,0,0
0.50589428,0,0,0,0,0,0,0
0.50594492,0,0,0,0,0,0,0
0.50599556,0,0,0,0,0,0,0
0.50604619,0,0,0,0,0,0,0
0.50609682,0,0,0,0,0,0,0
0.50614746,0,0,0,0,0,0,0
0.5061981,0,0,0,0,0,0,0
0.50624873,0,0,0,0,0,0,0
0.50629936,0,0,0,0,0,0,0
0.50635,0,0,0,0,0,0,0
0.50640063,0,0,0,0,0,0,0
0.50645127,0,0,0,0,0,0,0
0.50650191,0,0,0,0,0,0,0
0.50655254,0,0,0,0,0,0,0
0.50660317,0,0,0,0,0,0,0
0.50665381,0,0,0,0,0,0,0
0.50670445,0,0,0,0,0,0,0
0.50675508,0,0,0,0,0,0,0
0.50680571,0,0,0,0,0,0,0
0.50685635,0,0,0,0,0,0,0
0.50690698,0,0,0,0,0,0,0
0.50695762,0,0,0,0,0,0,0
0.50700826,0,0,0,0,0,0,0
0.50705889,0,0,0,0,0,0,0
0.50710952,0,0,0,0,0,0,0
0.50716016,0,0,0,0,0,0,0
0.50721079,0,0,0,0,0,0,0
0.50726143,0,0,0,0,0,0,0
0.50731207,0,0,0,0,0,0,0
0.5073627,0,0,0,0,0,0,0
0.50741333,0,0,0,0,0,0,0
0.50746397,0,0,0,0,0,0,0
0.50751461,0,0,0,0,0,0,0
0.50756524,0,0,0,0,0,0,0
0.50761587,0,0,0,0,0,0,0
0.50766651,0,0,0,0,0,0,0
0.50771714,0,0,0,0,0,0,0
0.50776778,0,0,0,0,0,0,0
0.50781842,0,0,0,0,0,0,0
0.50786905,0,0,0,0,0,0,0
0.50791968,0,0,0,0,0,0,0
0.50797032,0,0,0,0,0,0,0
0.50802095,0,0,0,0,0,0,0
0.50807159,0,0,0,0,0,0,0
0.50812223,0,0,0,0,0,0,0
0.50817286,0,0,0,0,0,0,0
0.50822349,0,0,0,0,0,0,0
0.50827413,0,0,0,0,0,0,0
0.50832477,0,0,0,0,0,0,0
0.5083754,0,0,0,0,0,0,0
0.50842603,0,0,0,0,0,0,0
0.50847667,0,0,0,0,0,0,0
0.5085273,0,0,0,0,0,0,0
0.50857794,0,0,0,0,0,0,0
0.50862858,0,0,0,0,0,0,0
0.50867921,0,0,0,0,0,0,0
0.50872984,0,0,0,0,0,0,0
0.50878048,0,0,0,0,0,0,0
0.50883112,0,0,0,0,0,0,0
0.50888175,0,0,0,0,0,0,0
0.50893239,0,0,0,0,0,0,0
0.50898302,0,0,0,0,0,0,0
0.50903365,0,0,0,0,0,0,0
0.50908429,0,0,0,0,0,0,0
0.50913493,0,0,0,0,0,0,0
0.50918556,0,0,0,0,0,0,0
0.50923619,0,0,0,0,0,0,0
0.50928683,0,0,0,0,0,0,0
0.50933746,0,0,0,0,0,0,0
0.5093881,0,0,0,0,0,0,0
0.50943874,0,0,0,0,0,0,0
0.50948937,0,0,0,0,0,0,0
0.50954,0,0,0,0,0,0,0
0.50959064,0,0,0,0,0,0,0
0.50964128,0,0,0,0,0,0,0
0.50969191,0,0,0,0,0,0,0
0.50974254,0,0,0,0,0,0,0
0.50979318,0,0,0,0,0,0,0
0.50984381,0,0,0,0,0,0,0
0.50989445,0,0,0,0,0,0,0
0.50994509,0,0,0,0,0,0,0
0.50999572,0,0,0,0,0,0,0
0.51004635,0,0,0,0,0,0,0
0.51009699,0,0,0,0,0,0,0
0.51014762,0,0,0,0,0,0,0
0.51019826,0,0,0,0,0,0,0
0.5102489,0,0,0,0,0,0,0
0.51029953,0,0,0,0,0,0,0
0.51035016,0,0,0,0,0,0,0
0.5104008,0,0,0,0,0,0,0
0.51045144,0,0,0,0,0,0,0
0.51050207,0,0,0,0,0,0,0
0.5105527,0,0,0,0,0,0,0
0.51060334,0,0,0,0,0,0,0
0.51065397,0,0,0,0,0,0,0
0.51070461,0,0,0,0,0,0,0
0.51075525,0,0,0,0,0,0,0
0.51080588,0,0,0,0,0,0,0
0.51085651,0,0,0,0,0,0,0
0.51090715,0,0,0,0,0,0,0
0.51095778,0,0,0,0,0,0,0
0.51100842,0,0,0,0,0,0,0
0.51105906,0,0,0,0,0,0,0
0.51110969,0,0,0,0,0,0,0
0.51116032,0,0,0,0,0,0,0
0.51121096,0,0,0,0,0,0,0
0.5112616,0,0,0,0,0,0,0
0.51131223,0,0,0,0,0,0,0
0.51136286,0,0,0,0,0,0,0
0.5114135,0,0,0,0,0,0,0
0.51146413,0,0,0,0,0,0,0
0.51151477,0,0,0,0,0,0,0
0.51156541,0,0,0,0,0,0,0
0.51161604,0,0,0,0,0,0,0
0.51166667,0,0,0,0,0,0,0
0.51171731,0,0,0,0,0,0,0
0.51176795,0,0,0,0,0,0,0
0.51181858,0,0,0,0,0,0,0
0.51186921,0,0,0,0,0,0,0
0.51191985,0,0,0,0,0,0,0
0.51197048,0,0,0,0,0,0,0
0.51202112,0,0,0,0,0,0,0
0.51207176,0,0,0,0,0,0,0
0.51212239,0,0,0,0,0,0,0
0.51217302,0,0,0,0,0,0,0
0.51222366,0,0,0,0,0,0,0
0.51227429,0,0,0,0,0,0,0
0.51232493,0,0,0,0,0,0,0
0.51237557,0,0,0,0,0,0,0
0.5124262,0,0,0,0,0,0,0
0.51247683,0,0,0,0,0,0,0
0.51252747,0,0,0,0,0,0,0
0.51257811,0,0,0,0,0,0,0
0.51262874,0,0,0,0,0,0,0
0.51267937,0,0,0,0,0,0,0
0.51273001,0,0,0,0,0,0,0
0.51278064,0,0,0,0,0,0,0
0.51283128,0,0,0,0,0,0,0
0.51288192,0,0,0,0,0,0,0
0.51293255,0,0,0,0,0,0,0
0.51298318,0,0,0,0,0,0,0
0.51303382,0,0,0,0,0,0,0
0.51308445,0,0,0,0,0,0,0
0.51313509,0,0,0,0,0,0,0
0.51318573,0,0,0,0,0,0,0
0.51323636,0,0,0,0,0,0,0
0.51328699,0,0,0,0,0,0,0
0.51333763,0,0,0,0,0,0,0
0.51338827,0,0,0,0,0,0,0
0.5134389,0,0,0,0,0,0,0
0.51348953,0,0,0,0,0,0,0
0.51354017,0,0,0,0,0,0,0
0.5135908,0,0,0,0,0,0,0
0.51364144,0,0,0,0,0,0,0
0.51369208,0,0,0,0,0,0,0
0.51374271,0,0,0,0,0,0,0
0.51379334,0,0,0,0,0,0,0
0.51384398,0,0,0,0,0,0,0
0.51389461,0,0,0,0,0,0,0
0.51394525,0,0,0,0,0,0,0
0.51399589,0,0,0,0,0,0,0
0.51404652,0,0,0,0,0,0,0
0.51409715,0,0,0,0,0,0,0
0.51414779,0,0,0,0,0,0,0
0.51419843,0,0,0,0,0,0,0
0.51424906,0,0,0,0,0,0,0
0.51429969,0,0,0,0,0,0,0
0.51435033,0,0,0,0,0,0,0
0.51440096,0,0,0,0,0,0,0
0.5144516,0,0,0,0,0,0,0
0.51450224,0,0,0,0,0,0,0
0.51455287,0,0,0,0,0,0,0
0.5146035,0,0,0,0,0,0,0
0.51465414,0,0,0,0,0,0,0
0.51470478,0,0,0,0,0,0,0
0.51475541,0,0,0,0,0,0,0
0.51480604,0,0,0,0,0,0,0
0.51485668,0,0,0,0,0,0,0
0.51490731,0,0,0,0,0,0,0
0.51495795,0,0,0,0,0,0,0
0.51500859,0,0,0,0,0,0,0
0.51505922,0,0,0,0,0,0,0
0.51510985,0,0,0,0,0,0,0
0.51516049,0,0,0,0,0,0,0
0.51521112,0,0,0,0,0,0,0
0.51526176,0,0,0,0,0,0,0
0.5153124,0,0,0,0,0,0,0
0.51536303,0,0,0,0,0,0,0
0.51541366,0,0,0,0,0,0,0
0.5154643,0,0,0,0,0,0,0
0.51551494,0,0,0,0,0,0,0
0.51556557,0,0,0,0,0,0,0
0.5156162,0,0,0,0,0,0,0
0.51566684,0,0,0,0,0,0,0
0.51571747,0,0,0,0,0,0,0
0.51576811,0,0,0,0,0,0,0
0.51581875,0,0,0,0,0,0,0
0.51586938,0,0,0,0,0,0,0
0.51592001,0,0,0,0,0,0,0
0.51597065,0,0,0,0,0,0,0
0.51602128,0,0,0,0,0,0,0
0.51607192,0,0,0,0,0,0,0
0.51612256,0,0,0,0,0,0,0
0.51617319,0,0,0,0,0,0,0
0.51622382,0,0,0,0,0,0,0
0.51627446,0,0,0,0,0,0,0
0.5163251,0,0,0,0,0,0,0
0.51637573,0,0,0,0,0,0,0
0.51642636,0,0,0,0,0,0,0
0.516477,0,0,0,0,0,0,0
0.51652763,0,0,0,0,0,0,0
0.51657827,0,0,0,0,0,0,0
0.51662891,0,0,0,0,0,0,0
0.51667954,0,0,0,0,0,0,0
0.51673017,0,0,0,0,0,0,0
0.51678081,0,0,0,0,0,0,0
0.51683145,0,0,0,0,0,0,0
0.51688208,0,0,0,0,0,0,0
0.51693272,0,0,0,0,0,0,0
0.51698335,0,0,0,0,0,0,0
0.51703398,0,0,0,0,0,0,0
0.51708462,0,0,0,0,0,0,0
0.51713526,0,0,0,0,0,0,0
0.51718589,0,0,0,0,0,0,0
0.51723652,0,0,0,0,0,0,0
0.51728716,0,0,0,0,0,0,0
0.51733779,0,0,0,0,0,0,0
0.51738843,0,0,0,0,0,0,0
0.51743907,0,0,0,0,0,0,0
0.5174897,0,0,0,0,0,0,0
0.51754033,0,0,0,0,0,0,0
0.51759097,0,0,0,0,0,0,0
0.51764161,0,0,0,0,0,0,0
0.51769224,0,0,0,0,0,0,0
0.51774287,0,0,0,0,0,0,0
0.51779351,0,0,0,0,0,0,0
0.51784414,0,0,0,0,0,0,0
0.51789478,0,0,0,0,0,0,0
0.51794542,0,0,0,0,0,0,0
0.51799605,0,0,0,0,0,0,0
0.51804668,0,0,0,0,0,0,0
0.51809732,0,0,0,0,0,0,0
0.51814795,0,0,0,0,0,0,0
0.51819859,0,0,0,0,0,0,0
0.51824923,0,0,0,0,0,0,0
0.51829986,0,0,0,0,0,0,0
0.51835049,0,0,0,0,0,0,0
0.51840113,0,0,0,0,0,0,0
0.51845177,0,0,0,0,0,0,0
0.5185024,0,0,0,0,0,0,0
0.51855303,0,0,0,0,0,0,0
0.51860367,0,0,0,0,0,0,0
0.5186543,0,0,0,0,0,0,0
0.51870494,0,0,0,0,0,0,0
0.51875558,0,0,0,0,0,0,0
0.51880621,0,0,0,0,0,0,0
0.51885684,0,0,0,0,0,0,0
0.51890748,0,0,0,0,0,0,0
0.51895811,0,0,0,0,0,0,0
0.51900875,0,0,0,0,0,0,0
0.51905939,0,0,0,0,0,0,0
0.51911002,0,0,0,0,0,0,0
0.51916065,0,0,0,0,0,0,0
0.51921129,0,0,0,0,0,0,0
0.51926193,0,0,0,0,0,0,0
0.51931256,0,0,0,0,0,0,0
0.51936319,0,0,0,0,0,0,0
0.51941383,0,0,0,0,0,0,0
0.51946446,0,0,0,0,0,0,0
